block_label,bin_left,bin_right,bin_center,density,sine_kernel
gue,3.25,3.3000000000000003,3.2750000000000004,1.1224489795918366,0.9945377864319016
gue,3.3000000000000003,3.35,3.325,1.1054421768707483,0.993337326544708
gue,3.35,3.4000000000000004,3.375,1.0714285714285714,0.9924075246233774
gue,3.4000000000000004,3.45,3.4250000000000003,0.9863945578231291,0.9918333840138037
gue,3.45,3.5,3.475,0.9863945578231291,0.991661096821855
gue,3.5,3.5500000000000003,3.5250000000000004,0.9863945578231291,0.9918959836876948
gue,3.5500000000000003,3.6,3.575,0.8673469387755102,0.9925043173042731
gue,3.6,3.6500000000000004,3.625,1.0884353741496597,0.9934186509517743
gue,3.6500000000000004,3.7,3.6750000000000003,1.2755102040816326,0.994545974790566
gue,3.7,3.75,3.725,0.8843537414965986,0.9957778006827559
gue,3.75,3.8000000000000003,3.7750000000000004,0.9353741496598639,0.9970011470204989
gue,3.8000000000000003,3.85,3.825,1.0544217687074828,0.9981093654971558
gue,3.85,3.9000000000000004,3.875,0.7993197278911564,0.9990118197673759
gue,3.9000000000000004,3.95,3.9250000000000003,0.9183673469387754,0.999641580657113
gue,3.95,4.0,3.975,0.8503401360544217,0.999960525868328
gue,4.0,4.05,4.025,0.9523809523809523,0.9999615005006443
gue,4.05,4.1000000000000005,4.075,1.0374149659863945,0.9996674817124159
gue,4.1000000000000005,4.15,4.125,0.9183673469387754,0.9991279695100534
gue,4.15,4.2,4.175000000000001,1.1904761904761905,0.9984130709929693
gue,4.2,4.25,4.225,0.9523809523809523,0.997605936529337
gue,4.25,4.3,4.275,1.0884353741496597,0.996794328270506
gue,4.3,4.3500000000000005,4.325,0.9183673469387754,0.9960621460539724
gue,4.3500000000000005,4.4,4.375,1.3265306122448979,0.9954817024085242
gue,4.4,4.45,4.425000000000001,1.1224489795918366,0.9951074335138396
gue,4.45,4.5,4.475,0.8503401360544217,0.9949715692923149
gue,4.5,4.55,4.525,1.0884353741496597,0.9950820808795537
gue,4.55,4.6000000000000005,4.575,0.9183673469387754,0.9954229981353603
gue,4.6000000000000005,4.65,4.625,0.901360544217687,0.995956965266941
gue,4.65,4.7,4.675000000000001,1.0884353741496597,0.9966296997125837
gue,4.7,4.75,4.725,0.8673469387755102,0.997375856021888
gue,4.75,4.800000000000001,4.775,1.0204081632653061,0.998125686061632
gue,4.800000000000001,4.8500000000000005,4.825000000000001,1.0544217687074828,0.9988118375506166
gue,4.8500000000000005,4.9,4.875,1.0714285714285714,0.9993756468089732
gue,4.9,4.95,4.925000000000001,1.0034013605442176,0.9997723549078095
gue,4.95,5.0,4.975,0.9693877551020408,0.9999747999918487
