index,spacing_normalized,source
1,1.1843644720678557,gue
2,1.20245827661155,gue
3,1.1933539972622922,gue
4,1.6592891424963798,gue
5,0.960952788732689,gue
6,0.7076130464358406,gue
7,1.2938133460390278,gue
8,1.7476949781157363,gue
9,0.986772029842044,gue
10,0.43485795512827996,gue
11,1.0165258994770967,gue
12,0.4624702686250996,gue
13,0.6231672345885731,gue
14,2.136124712741855,gue
15,0.4400721807621042,gue
16,1.4577483885719695,gue
17,0.22979974535912828,gue
18,1.5618190557564169,gue
19,0.22061264487751775,gue
20,0.6947631356285042,gue
21,0.6768029618349632,gue
22,1.3379755965347426,gue
23,1.4848569931859847,gue
24,0.8335418915622043,gue
25,1.0669757093358494,gue
26,0.6000349139181761,gue
27,1.4003103351435238,gue
28,0.7327141547341172,gue
29,0.7019543158177498,gue
30,1.1018031600683837,gue
31,1.5145249678154167,gue
32,0.9504405974318892,gue
33,0.5832207251241921,gue
34,0.9723184571829053,gue
35,0.7199574872154293,gue
36,1.162599458612093,gue
37,0.9707510159175174,gue
38,0.6520088790811926,gue
39,1.065211270352203,gue
40,0.6725778455420641,gue
41,1.7854279025311672,gue
42,0.711306413456908,gue
43,0.6680660214474481,gue
44,1.321848986032416,gue
45,1.4355028189971248,gue
46,0.4391681136194705,gue
47,1.2238257083849045,gue
48,0.8457425181843332,gue
49,0.7554834026399693,gue
50,0.6525273308650911,gue
51,1.4461835763498896,gue
52,1.1900143136071248,gue
53,0.8553850689277792,gue
54,0.8441515378914753,gue
55,0.6771026940041025,gue
56,0.7779821977648128,gue
57,1.8376845665606278,gue
58,0.31478850286226,gue
59,1.3331544041850232,gue
60,0.9504267904077293,gue
61,1.0312352691065292,gue
62,1.3177545294886877,gue
63,1.618037686873754,gue
64,0.31067765695011623,gue
65,0.5853698721010295,gue
66,1.1693313861914878,gue
67,1.069286946393198,gue
68,0.7808254981866602,gue
69,0.566467950678437,gue
70,0.821781197811776,gue
71,1.8658856684269258,gue
72,1.148998808792355,gue
73,1.0705305946722803,gue
74,1.0819255353374846,gue
75,0.7433057457010166,gue
76,0.9207113409908607,gue
77,0.47196185834506654,gue
78,1.8996124543074817,gue
79,0.32004209018110236,gue
80,1.2766593734774419,gue
81,0.2312285918896925,gue
82,0.6383429683071281,gue
83,1.5190922004376484,gue
84,0.8255741159859293,gue
85,1.0217710980931332,gue
86,1.1272111354738954,gue
87,1.2370738968469293,gue
88,0.3110613305041617,gue
89,1.4531993223514117,gue
90,0.6990480980309666,gue
91,1.301131835312112,gue
92,0.6446516225403118,gue
93,1.392223628324137,gue
94,2.047361787638634,gue
95,0.9966392278704213,gue
96,0.6967964864876558,gue
97,1.279369669038368,gue
98,1.216168598176371,gue
99,0.3138807642975116,gue
100,2.0883439132991453,gue
101,0.473262433406133,gue
102,0.6798768081528573,gue
103,1.2545083336362646,gue
104,1.2221481390048308,gue
105,0.8390268423455045,gue
106,0.8657041385365369,gue
107,0.7267465732031199,gue
108,1.3468498935990627,gue
109,1.7965841170764991,gue
110,0.4089692670715495,gue
111,1.046438088572884,gue
112,1.0982613279934101,gue
113,1.221261888261808,gue
114,0.8497985793754209,gue
115,1.3569759798618426,gue
116,0.755016978285303,gue
117,1.3009241406357739,gue
118,0.23210828945922002,gue
119,0.8688810045804336,gue
120,1.2192122171365827,gue
121,1.2591049451546803,gue
122,0.14784047329769884,gue
123,1.192940340553281,gue
124,0.9582609497332653,gue
125,0.8254610003286309,gue
126,1.3288071211093921,gue
127,0.22121863670266248,gue
128,1.8198415132116825,gue
129,0.6145900741718535,gue
130,0.39787102925019674,gue
131,1.4347324871269829,gue
132,1.3191162841079602,gue
133,1.409908555092812,gue
134,0.8993665457942616,gue
135,0.6686454858982248,gue
136,1.7827570625300468,gue
137,0.1750527584013925,gue
138,1.4461331477997903,gue
139,1.2821618416301093,gue
140,0.806369472654591,gue
141,0.8560665760859771,gue
142,0.753435572331868,gue
143,0.9357451421768752,gue
144,0.6281781692210262,gue
145,1.3625412087969155,gue
146,1.2174626532195196,gue
147,0.6444579739031152,gue
148,1.16717150590766,gue
149,1.416073420444383,gue
150,0.7327539502425371,gue
151,1.233945980040081,gue
152,0.6836986071371793,gue
153,0.8886391434382285,gue
154,1.5472778410923274,gue
155,0.9541503273350876,gue
156,1.1600958193792192,gue
157,0.6646942777792875,gue
158,1.4640713454098528,gue
159,0.3582255052818456,gue
160,0.5634305500139374,gue
161,2.172352861359708,gue
162,0.48085449821490595,gue
163,1.0184780190380485,gue
164,1.114860740267186,gue
165,0.8703576529935797,gue
166,0.5390932929324675,gue
167,1.2921218769894554,gue
168,1.0555402535797795,gue
169,0.6279628553158152,gue
170,1.4082063168673986,gue
171,0.6946951421635619,gue
172,0.532781099573696,gue
173,1.3970753808099805,gue
174,0.9135734349334693,gue
175,1.1386534704463684,gue
176,0.8496907305920778,gue
177,1.8169675138767334,gue
178,0.6103158789031997,gue
179,0.5612233948476903,gue
180,0.7312529924582845,gue
181,0.9328151832419961,gue
182,1.4902514585559643,gue
183,0.3468740002982564,gue
184,1.2517596546427863,gue
185,1.246932688295295,gue
186,0.7823152770819708,gue
187,1.1549361099092568,gue
188,1.592009228660131,gue
189,0.7560774519001079,gue
190,1.4810703860992196,gue
191,0.6339017346003452,gue
192,1.3555672035882966,gue
193,0.2891151667838827,gue
194,1.944580593042674,gue
195,1.138001508620636,gue
196,1.0321875774502036,gue
197,1.054489572656593,gue
198,0.7867495222795686,gue
199,0.740815368948207,gue
200,1.2308452921248658,gue
201,0.9755598812258388,gue
202,0.8561177576829998,gue
203,0.6205762101340326,gue
204,1.420539164240386,gue
205,0.48417081901307474,gue
206,1.5048834792455288,gue
207,0.3559866666793943,gue
208,1.71743918195362,gue
209,0.9157287956266862,gue
210,0.7441112996182436,gue
211,0.8308736290938892,gue
212,1.6867126388129436,gue
213,0.9133867587347666,gue
214,0.4300611829529917,gue
215,1.5985340680711173,gue
216,1.5474499343313106,gue
217,1.0413214023902762,gue
218,0.8191460936804158,gue
219,0.6074876306404097,gue
220,0.7419114987096807,gue
221,0.5858823618146167,gue
222,1.006655510749961,gue
223,1.8886740423092705,gue
224,1.4079988412338489,gue
225,0.36439698302775664,gue
226,0.6967969497473532,gue
227,0.8724749176848339,gue
228,0.9276994547172411,gue
229,0.4962083377427773,gue
230,1.6245144183764677,gue
231,1.2540407002426102,gue
232,1.2753187607330987,gue
233,0.7051334456935954,gue
234,0.7160940270176425,gue
235,0.9227117779767176,gue
236,0.8163531097868237,gue
237,1.234214109145288,gue
238,1.0087643095343928,gue
239,1.8162658415905677,gue
240,0.8515424588068776,gue
241,0.8855836070432811,gue
242,0.8439993103282423,gue
243,1.6226656237322123,gue
244,0.5304108137194875,gue
245,0.9253360075402071,gue
246,0.7919933481172666,gue
247,1.4630132004263008,gue
248,0.8102598592516855,gue
249,0.8712395455444525,gue
250,0.4053923088992297,gue
251,1.2364546148808748,gue
252,1.0659421105968865,gue
253,0.78011759534849,gue
254,1.8187307551855763,gue
255,1.2687260509451024,gue
256,0.8616833093615865,gue
257,0.8094743368919112,gue
258,0.3542185053539652,gue
259,0.9586350590530521,gue
260,0.6790700253311506,gue
261,1.1567923525864505,gue
262,1.2245034395489107,gue
263,1.139596144715628,gue
264,1.7166217203256982,gue
265,0.46393268262050097,gue
266,0.882559842772692,gue
267,1.1266482953805972,gue
268,0.19574977254532913,gue
269,1.7688836387814248,gue
270,0.04900451838658138,gue
271,1.6659956990636728,gue
272,1.2672701614761384,gue
273,0.5221359463207881,gue
274,1.4874206372540633,gue
275,0.9839338037999796,gue
276,0.9313775821828488,gue
277,0.2956614715221126,gue
278,1.442595006945254,gue
279,0.5854240117058462,gue
280,0.7079993153183257,gue
281,1.7606167221883335,gue
282,0.9151914181439184,gue
283,1.3558808769329067,gue
284,1.0777025627234873,gue
285,0.5813690385859032,gue
286,1.6580421212879473,gue
287,0.5414235869979607,gue
288,0.6851725590903294,gue
289,1.5102975309527509,gue
290,0.30130290546722166,gue
291,1.1149490691371942,gue
292,0.997625372798493,gue
293,1.4301347236042063,gue
294,1.0703763447277421,gue
295,1.3680456188441135,gue
296,0.6257156397329472,gue
297,1.589567947143559,gue
298,0.9725090411463375,gue
299,0.6843149345673534,gue
300,1.434898766213138,gue
301,1.1164311056850538,gue
302,0.7614094114118174,gue
303,0.8216037877592646,gue
304,1.4843573867943702,gue
305,1.1621567957086736,gue
306,0.33706916220931704,gue
307,0.6303154360825007,gue
308,1.215233179745084,gue
309,0.2629306066269041,gue
310,1.208238983227507,gue
311,0.8673769857631675,gue
312,0.8937938061509264,gue
313,1.4897450053753007,gue
314,0.44762607917689623,gue
315,1.2857231768144601,gue
316,1.4822823105350815,gue
317,0.5310050233013126,gue
318,1.9379991775122536,gue
319,1.1705551914093224,gue
320,0.13550854154062808,gue
321,1.1645014101361553,gue
322,1.168657405493036,gue
323,0.9523162677840958,gue
324,0.4163909258362879,gue
325,0.6802798510240577,gue
326,0.2875718537687622,gue
327,1.686634788946002,gue
328,1.2583925284465285,gue
329,1.1445651757816437,gue
330,1.2893462510983535,gue
331,0.45183394599496285,gue
332,0.9343362518652597,gue
333,0.9657661295432376,gue
334,1.0418678216778194,gue
335,0.30334384846956475,gue
336,2.363141235937747,gue
337,0.6395466292939119,gue
338,1.8825779010585133,gue
339,0.7780443425822025,gue
340,1.4350174473213788,gue
341,0.14020570928906775,gue
342,1.0960602466912122,gue
343,1.1612499692642644,gue
344,1.097303123187252,gue
345,1.0708987057210695,gue
346,0.8743188957502407,gue
347,1.0653620409391085,gue
348,0.7503046634712301,gue
349,0.8712155081974214,gue
350,0.6788826051152296,gue
351,0.9601352908642811,gue
352,0.5094919789015202,gue
353,1.8361775724756662,gue
354,1.0298827810449733,gue
355,1.082928374908351,gue
356,0.5445700324367296,gue
357,1.9071341923980587,gue
358,0.8316981930383659,gue
359,0.3066248751162784,gue
360,0.7731992882598188,gue
361,0.8231958099600631,gue
362,1.2958407123227322,gue
363,0.19164984426636408,gue
364,1.83591078180338,gue
365,0.7513540752640547,gue
366,0.7068970375990187,gue
367,0.96052211521795,gue
368,0.9854292615686016,gue
369,0.6581572964419509,gue
370,2.240065229891638,gue
371,0.5511679910260537,gue
372,0.6007430131588848,gue
373,0.8661078200066634,gue
374,1.1619519837404773,gue
375,1.1586077752566915,gue
376,1.5399334005623715,gue
377,0.9026440038368528,gue
378,0.6583161794371881,gue
379,1.4130836232148762,gue
380,0.31317335512858624,gue
381,1.0010466764148869,gue
382,1.4645873422600664,gue
383,0.8986916616466859,gue
384,0.950228472555731,gue
385,1.0119230561916333,gue
386,1.364601379386138,gue
387,1.0948377995224574,gue
388,0.6261491086785197,gue
389,0.680820712347848,gue
390,0.873512547414368,gue
391,1.3722352246659768,gue
392,0.9332833693750772,gue
393,1.6083842395855223,gue
394,0.7372491507446415,gue
395,0.3439781189655705,gue
396,1.4786302345151083,gue
397,0.16434335181890156,gue
398,1.4481655993806355,gue
399,1.5757649302769352,gue
400,0.9439088256299769,gue
401,0.5317202501631012,gue
402,0.5925590333383599,gue
403,1.1963264510825762,gue
404,0.8722475329562503,gue
405,1.104956078788191,gue
406,0.7309862305396978,gue
407,1.456734461821623,gue
408,1.2256590926579076,gue
409,0.8549807704081168,gue
410,0.5169889808595188,gue
411,0.6937399584274061,gue
412,1.9053821174019716,gue
413,0.6752639409648153,gue
414,0.674404959437581,gue
415,0.8026643553747198,gue
416,1.670828073090272,gue
417,0.7425571265537453,gue
418,0.6099845742759333,gue
419,1.8406088502036433,gue
420,1.2444161976025139,gue
421,1.061042301913668,gue
422,0.2167781615482532,gue
423,1.9196115375959488,gue
424,1.7568413415444135,gue
425,0.19360244162828757,gue
426,1.3622679562565305,gue
427,1.4876740836807403,gue
428,0.9495529784346977,gue
429,1.5604583543368222,gue
430,1.2403977866998217,gue
431,0.9745483584909256,gue
432,0.5265515605677166,gue
433,0.5039139655060586,gue
434,0.6982794609186797,gue
435,1.4856053942118879,gue
436,0.6994764076593902,gue
437,0.5907193249975558,gue
438,1.1252607381767104,gue
439,0.7409645347749354,gue
440,1.1599598686432666,gue
441,0.8664585597128754,gue
442,1.816521029845656,gue
443,0.7309995652383423,gue
444,0.7476481344421605,gue
445,0.9642837114888277,gue
446,0.542882420332413,gue
447,0.9970175026872027,gue
448,1.206503576214421,gue
449,1.3699181594921717,gue
450,0.5789534756917819,gue
451,1.7703278109372582,gue
452,0.7257129988309576,gue
453,0.772856507683495,gue
454,0.8776575238974583,gue
455,1.3075725463354464,gue
456,0.823882046168053,gue
457,0.6770746152609937,gue
458,0.8513381115712748,gue
459,0.9321304881363468,gue
460,1.162789630701076,gue
461,0.29286296478454854,gue
462,1.1523471183410905,gue
463,1.0199790505179627,gue
464,0.9823112170491879,gue
465,1.0895220237011236,gue
466,1.0104067601532922,gue
467,0.9216817902433684,gue
468,1.7771942904079212,gue
469,0.9020395521896833,gue
470,1.0730522614151692,gue
471,1.0257752939689542,gue
472,1.7218423251465609,gue
473,1.4098046506738764,gue
474,1.7996365565631167,gue
475,0.6291488873584481,gue
476,0.46216430171230066,gue
477,0.28856322950489743,gue
478,1.9072291316193068,gue
479,0.9317590771620238,gue
480,0.6545947923282708,gue
481,1.2003203066978028,gue
482,1.4911801460475813,gue
483,0.5518419291428744,gue
484,1.062041462833847,gue
485,0.5868610111477287,gue
486,0.9370336514504354,gue
487,0.9521930083910226,gue
488,1.0626414863524338,gue
489,0.45259811129835253,gue
490,1.4799176430338818,gue
491,0.9728170653667129,gue
492,0.73106813233541,gue
493,1.6409247075005102,gue
494,0.17762601101560244,gue
495,1.0697314795759134,gue
496,1.123284741284403,gue
497,0.9276763655637332,gue
498,0.9006164173773652,gue
499,1.0218310143405342,gue
500,1.199974402502528,gue
501,0.23973070549602715,gue
502,1.2066047054990499,gue
503,0.7795356249283878,gue
504,1.5251759450060642,gue
505,0.5469013001105794,gue
506,1.0101681854224582,gue
507,1.0233486144932042,gue
508,0.7187794502968936,gue
509,1.5021865709687314,gue
510,0.5151280366321016,gue
511,0.9905264984151014,gue
512,0.882654910242523,gue
513,0.9799866434102327,gue
514,1.5543615191048694,gue
515,0.9704316606491524,gue
516,1.4107113015007544,gue
517,0.7710709885274545,gue
518,1.4291056779904863,gue
519,0.8457874848098175,gue
520,1.1776813211060266,gue
521,0.6525304008201813,gue
522,0.7276593808650038,gue
523,0.7404365978604407,gue
