block_label,bin_left,bin_right,bin_center,density,sine_kernel
goe,0.0,0.05,0.025,0.017006802721088433,0.002054477198427662
goe,0.05,0.1,0.07500000000000001,0.08503401360544217,0.018369068575370906
goe,0.1,0.15000000000000002,0.125,0.1530612244897959,0.05035879644821628
goe,0.15000000000000002,0.2,0.17500000000000002,0.37414965986394555,0.09677830454938052
goe,0.2,0.25,0.225,0.32312925170068024,0.15584139770858585
goe,0.25,0.30000000000000004,0.275,0.5272108843537414,0.22531366080879422
goe,0.30000000000000004,0.35000000000000003,0.32500000000000007,0.6462585034013605,0.3026270369783429
goe,0.35000000000000003,0.4,0.375,0.5102040816326531,0.3850094944935739
goe,0.4,0.45,0.42500000000000004,0.7312925170068026,0.4696220918860943
goe,0.45,0.5,0.475,0.7482993197278911,0.5536954340583411
goe,0.5,0.55,0.525,0.782312925170068,0.634657713594243
goe,0.55,0.6000000000000001,0.5750000000000001,0.7993197278911564,0.7102472297827623
goe,0.6000000000000001,0.65,0.625,0.7142857142857142,0.7786034180176866
goe,0.65,0.7000000000000001,0.675,0.7993197278911564,0.8383319194092455
goe,0.7000000000000001,0.75,0.7250000000000001,0.5612244897959183,0.8885409666562
goe,0.75,0.8,0.775,0.5952380952380952,0.9288482343542096
goe,0.8,0.8500000000000001,0.8250000000000001,0.9863945578231291,0.9593591707281172
goe,0.8500000000000001,0.9,0.875,0.7312925170068026,0.9806195672744534
goe,0.9,0.9500000000000001,0.925,1.1224489795918366,0.993546619150605
goe,0.9500000000000001,1.0,0.9750000000000001,0.8673469387755102,0.9993438885451666
goe,1.0,1.05,1.025,0.8503401360544217,0.9994063381779884
goe,1.05,1.1,1.0750000000000002,0.9353741496598639,0.9952219154230277
goe,1.1,1.1500000000000001,1.125,0.9693877551020408,0.9882760345240521
goe,1.1500000000000001,1.2000000000000002,1.1750000000000003,0.8503401360544217,0.9799647518890536
goe,1.2000000000000002,1.25,1.225,0.8163265306122448,0.9715215132088277
goe,1.25,1.3,1.275,0.9353741496598639,0.963961150695065
goe,1.3,1.35,1.3250000000000002,0.8843537414965986,0.9580434208790815
goe,1.35,1.4000000000000001,1.375,1.0374149659863945,0.9542569045491088
goe,1.4000000000000001,1.4500000000000002,1.4250000000000003,0.9693877551020408,0.9528226483702927
goe,1.4500000000000002,1.5,1.475,1.0204081632653061,0.9537156138164496
goe,1.5,1.55,1.525,1.0034013605442176,0.9567009007511585
goe,1.55,1.6,1.5750000000000002,1.139455782312925,0.9613808980990378
goe,1.6,1.6500000000000001,1.625,0.9523809523809523,0.9672490263339774
goe,1.6500000000000001,1.7000000000000002,1.6750000000000003,0.9693877551020408,0.9737455935062018
goe,1.7000000000000002,1.75,1.725,0.9523809523809523,0.9803114793022188
goe,1.75,1.8,1.775,1.0374149659863945,0.9864358566186064
goe,1.8,1.85,1.8250000000000002,1.0374149659863945,0.9916949027815575
goe,1.85,1.9000000000000001,1.875,0.8673469387755102,0.9957793724286588
goe,1.9000000000000001,1.9500000000000002,1.9250000000000003,1.0714285714285714,0.9985099210013794
goe,1.9500000000000002,2.0,1.975,0.9693877551020408,0.9998400984581315
goe,2.0,2.0500000000000003,2.0250000000000004,1.0544217687074828,0.99984789734449
goe,2.0500000000000003,2.1,2.075,1.173469387755102,0.9987175673707619
goe,2.1,2.15,2.125,1.0374149659863945,0.9967140442783675
goe,2.15,2.2,2.175,0.9523809523809523,0.994152746323546
goe,2.2,2.25,2.225,0.9523809523809523,0.991367649692513
goe,2.25,2.3000000000000003,2.2750000000000004,0.8503401360544217,0.9886804676920498
goe,2.3000000000000003,2.35,2.325,0.8843537414965986,0.9863734500230478
goe,2.35,2.4000000000000004,2.375,0.8843537414965986,0.9846678267325267
goe,2.4000000000000004,2.45,2.4250000000000003,1.0714285714285714,0.9837092979652546
goe,2.45,2.5,2.475,0.9523809523809523,0.983561274532707
goe,2.5,2.5500000000000003,2.5250000000000004,1.139455782312925,0.9842058672380218
goe,2.5500000000000003,2.6,2.575,0.9523809523809523,0.9855519638566388
goe,2.6,2.6500000000000004,2.625,0.8503401360544217,0.9874491733570118
goe,2.6500000000000004,2.7,2.6750000000000003,0.901360544217687,0.9897059978381815
goe,2.7,2.75,2.725,0.9183673469387754,0.9921103402876748
goe,2.75,2.8000000000000003,2.7750000000000004,0.901360544217687,0.9944503817234311
goe,2.8000000000000003,2.85,2.825,0.8503401360544217,0.9965339601317973
goe,2.85,2.9000000000000004,2.875,1.1224489795918366,0.9982048370443255
goe,2.9000000000000004,2.95,2.9250000000000003,0.9183673469387754,0.9993546147722389
goe,2.95,3.0,2.975,0.9183673469387754,0.9999295285980649
goe,3.0,3.0500000000000003,3.0250000000000004,0.7993197278911564,0.9999318389780205
goe,3.0500000000000003,3.1,3.075,1.0374149659863945,0.9994160434673263
goe,3.1,3.1500000000000004,3.125,0.9693877551020408,0.9984805740743171
goe,3.1500000000000004,3.2,3.1750000000000003,1.0374149659863945,0.9972560070012351
goe,3.2,3.25,3.225,1.1224489795918366,0.995891061427462
goe,3.25,3.3000000000000003,3.2750000000000004,1.0714285714285714,0.9945377864319016
goe,3.3000000000000003,3.35,3.325,1.2074829931972788,0.993337326544708
goe,3.35,3.4000000000000004,3.375,0.782312925170068,0.9924075246233774
goe,3.4000000000000004,3.45,3.4250000000000003,0.9863945578231291,0.9918333840138037
goe,3.45,3.5,3.475,1.1224489795918366,0.991661096821855
goe,3.5,3.5500000000000003,3.5250000000000004,0.9183673469387754,0.9918959836876948
goe,3.5500000000000003,3.6,3.575,0.782312925170068,0.9925043173042731
goe,3.6,3.6500000000000004,3.625,1.3095238095238095,0.9934186509517743
goe,3.6500000000000004,3.7,3.6750000000000003,0.8503401360544217,0.994545974790566
goe,3.7,3.75,3.725,1.0204081632653061,0.9957778006827559
goe,3.75,3.8000000000000003,3.7750000000000004,0.9523809523809523,0.9970011470204989
goe,3.8000000000000003,3.85,3.825,1.0034013605442176,0.9981093654971558
goe,3.85,3.9000000000000004,3.875,0.8843537414965986,0.9990118197673759
goe,3.9000000000000004,3.95,3.9250000000000003,1.0204081632653061,0.999641580657113
goe,3.95,4.0,3.975,0.7993197278911564,0.999960525868328
goe,4.0,4.05,4.025,0.9523809523809523,0.9999615005006443
goe,4.05,4.1000000000000005,4.075,1.1054421768707483,0.9996674817124159
goe,4.1000000000000005,4.15,4.125,0.9353741496598639,0.9991279695100534
goe,4.15,4.2,4.175000000000001,1.0374149659863945,0.9984130709929693
goe,4.2,4.25,4.225,1.0714285714285714,0.997605936529337
goe,4.25,4.3,4.275,1.2074829931972788,0.996794328270506
goe,4.3,4.3500000000000005,4.325,0.6972789115646258,0.9960621460539724
goe,4.3500000000000005,4.4,4.375,0.9863945578231291,0.9954817024085242
goe,4.4,4.45,4.425000000000001,1.2244897959183672,0.9951074335138396
goe,4.45,4.5,4.475,0.8503401360544217,0.9949715692923149
goe,4.5,4.55,4.525,0.8673469387755102,0.9950820808795537
goe,4.55,4.6000000000000005,4.575,1.1904761904761905,0.9954229981353603
goe,4.6000000000000005,4.65,4.625,1.0714285714285714,0.995956965266941
goe,4.65,4.7,4.675000000000001,1.1054421768707483,0.9966296997125837
goe,4.7,4.75,4.725,0.901360544217687,0.997375856021888
goe,4.75,4.800000000000001,4.775,1.2074829931972788,0.998125686061632
goe,4.800000000000001,4.8500000000000005,4.825000000000001,0.7482993197278911,0.9988118375506166
goe,4.8500000000000005,4.9,4.875,1.1564625850340136,0.9993756468089732
goe,4.9,4.95,4.925000000000001,0.9863945578231291,0.9997723549078095
goe,4.95,5.0,4.975,1.0714285714285714,0.9999747999918487
