index,gamma,source,block_label
1000000000000000000070,144176897509546973548.2739042,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000071,144176897509546973548.4301306,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000072,144176897509546973548.5717264,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000073,144176897509546973548.5991187,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000074,144176897509546973548.7899007,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000075,144176897509546973548.9150028,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000076,144176897509546973549.1298378,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000077,144176897509546973549.1739538,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000078,144176897509546973549.3925195,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000079,144176897509546973549.4841133,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000080,144176897509546973549.6653594,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000081,144176897509546973549.8143670,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000082,144176897509546973549.9519166,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000083,144176897509546973550.0469331,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000084,144176897509546973550.1628039,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000085,144176897509546973550.3392778,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000086,144176897509546973550.5570972,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000087,144176897509546973550.6135227,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000088,144176897509546973550.6957304,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000089,144176897509546973550.8464802,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000090,144176897509546973551.0068225,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000091,144176897509546973551.1018610,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000092,144176897509546973551.2458177,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000093,144176897509546973551.3959649,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000094,144176897509546973551.6857348,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000095,144176897509546973551.7132463,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000096,144176897509546973551.8287590,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000097,144176897509546973552.0436585,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000098,144176897509546973552.1562826,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000099,144176897509546973552.3099340,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000100,144176897509546973552.4305163,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000101,144176897509546973552.6504273,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000102,144176897509546973552.8135260,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000103,144176897509546973552.9258010,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000104,144176897509546973553.0166188,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000105,144176897509546973553.2095430,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000106,144176897509546973553.3982888,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000107,144176897509546973553.4483776,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000108,144176897509546973553.5008877,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000109,144176897509546973553.7007064,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000110,144176897509546973553.8972749,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000111,144176897509546973553.9777301,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000112,144176897509546973554.1136103,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000113,144176897509546973554.3205794,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000114,144176897509546973554.5373553,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000115,144176897509546973554.6824512,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000116,144176897509546973554.7899587,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000117,144176897509546973554.9413616,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000118,144176897509546973555.0305404,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000119,144176897509546973555.2997666,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000120,144176897509546973555.3471341,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000121,144176897509546973555.4213892,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000122,144176897509546973555.6252182,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000123,144176897509546973555.6868739,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000124,144176897509546973555.9226130,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000125,144176897509546973556.0683442,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000126,144176897509546973556.1319953,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000127,144176897509546973556.2145698,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000128,144176897509546973556.3746297,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000129,144176897509546973556.5250489,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000130,144176897509546973556.7215625,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000131,144176897509546973556.9320385,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000132,144176897509546973557.0133140,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000133,144176897509546973557.1870642,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000134,144176897509546973557.2381404,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000135,144176897509546973557.4186117,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000136,144176897509546973557.4616262,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000137,144176897509546973557.5317761,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000138,144176897509546973557.7994948,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000139,144176897509546973557.9612653,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000140,144176897509546973558.0625587,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000141,144176897509546973558.3170492,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000142,144176897509546973558.4228129,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000143,144176897509546973558.4806698,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000144,144176897509546973558.7176318,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000145,144176897509546973558.8522295,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000146,144176897509546973558.9532113,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000147,144176897509546973559.1723356,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000148,144176897509546973559.2328027,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000149,144176897509546973559.4223804,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000150,144176897509546973559.5584519,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000151,144176897509546973559.6969589,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000152,144176897509546973559.8423623,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000153,144176897509546973559.9906792,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000154,144176897509546973560.0922700,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000155,144176897509546973560.2603256,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000156,144176897509546973560.3924058,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000157,144176897509546973560.5034258,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000158,144176897509546973560.6340419,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000159,144176897509546973560.7154188,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000160,144176897509546973560.8929086,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000161,144176897509546973560.9649622,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000162,144176897509546973561.0948971,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000163,144176897509546973561.2562176,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000164,144176897509546973561.3854202,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000165,144176897509546973561.4781524,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000166,144176897509546973561.6573211,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000167,144176897509546973561.9192329,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000168,144176897509546973562.0026932,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000169,144176897509546973562.2040378,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000170,144176897509546973562.3814717,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000171,144176897509546973562.4884143,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000172,144176897509546973562.5580639,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000173,144176897509546973562.7720120,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000174,144176897509546973562.8975351,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000175,144176897509546973563.0129732,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000176,144176897509546973563.1399828,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000177,144176897509546973563.3872643,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000178,144176897509546973563.5260024,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000179,144176897509546973563.6218390,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000180,144176897509546973563.8566842,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000181,144176897509546973563.9923358,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000182,144176897509546973564.1457108,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000183,144176897509546973564.2141678,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000184,144176897509546973564.2400112,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000185,144176897509546973564.5042358,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000186,144176897509546973564.6450033,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000187,144176897509546973564.7369441,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000188,144176897509546973564.9626256,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000189,144176897509546973565.0210695,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000190,144176897509546973565.1492410,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000191,144176897509546973565.3968116,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000192,144176897509546973565.4702807,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000193,144176897509546973565.5988370,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000194,144176897509546973565.7010338,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000195,144176897509546973565.9067649,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000196,144176897509546973566.0605016,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000197,144176897509546973566.2410761,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000198,144176897509546973566.2875018,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000199,144176897509546973566.4757430,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000200,144176897509546973566.5757792,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000201,144176897509546973566.6966702,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000202,144176897509546973566.9107465,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000203,144176897509546973566.9885709,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000204,144176897509546973567.0446802,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000205,144176897509546973567.2832181,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000206,144176897509546973567.4505543,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000207,144176897509546973567.5152432,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000208,144176897509546973567.6764472,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000209,144176897509546973567.7985064,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000210,144176897509546973567.9208192,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000211,144176897509546973568.0810903,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000212,144176897509546973568.2875822,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000213,144176897509546973568.3574445,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000214,144176897509546973568.5330010,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000215,144176897509546973568.6099317,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000216,144176897509546973568.7700714,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000217,144176897509546973568.8282957,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000218,144176897509546973569.0827785,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000219,144176897509546973569.1909275,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000220,144176897509546973569.3520774,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000221,144176897509546973569.5782946,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000222,144176897509546973569.7063331,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000223,144176897509546973569.7579987,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000224,144176897509546973569.8847409,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000225,144176897509546973570.0106284,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000226,144176897509546973570.2979062,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000227,144176897509546973570.3511636,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000228,144176897509546973570.5264367,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000229,144176897509546973570.6557638,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000230,144176897509546973570.7982120,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000231,144176897509546973570.9405629,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000232,144176897509546973571.0325942,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000233,144176897509546973571.1379178,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000234,144176897509546973571.3406575,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000235,144176897509546973571.5488714,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000236,144176897509546973571.6608606,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000237,144176897509546973571.9130731,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000238,144176897509546973572.0155923,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000239,144176897509546973572.0736431,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000240,144176897509546973572.1961058,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000241,144176897509546973572.3683284,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000242,144176897509546973572.4596953,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000243,144176897509546973572.5640674,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000244,144176897509546973572.8081122,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000245,144176897509546973572.9066388,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000246,144176897509546973573.0283929,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000247,144176897509546973573.2953162,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000248,144176897509546973573.4057220,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000249,144176897509546973573.4866987,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000250,144176897509546973573.5799996,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000251,144176897509546973573.7059120,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000252,144176897509546973573.8936765,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000253,144176897509546973573.9833238,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000254,144176897509546973574.2055013,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000255,144176897509546973574.3022053,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000256,144176897509546973574.4357968,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000257,144176897509546973574.6666101,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000258,144176897509546973574.7171892,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000259,144176897509546973574.8624360,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000260,144176897509546973575.0257180,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000261,144176897509546973575.1877970,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000262,144176897509546973575.4485710,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000263,144176897509546973575.5405704,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000264,144176897509546973575.6056214,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000265,144176897509546973575.7592685,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000266,144176897509546973575.9808963,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000267,144176897509546973576.1158625,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000268,144176897509546973576.1824208,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000269,144176897509546973576.2457912,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000270,144176897509546973576.3595594,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000271,144176897509546973576.6533288,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000272,144176897509546973576.7679966,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000273,144176897509546973576.8484710,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000274,144176897509546973577.0411276,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000275,144176897509546973577.1194133,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000276,144176897509546973577.2570015,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000277,144176897509546973577.3234886,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000278,144176897509546973577.5084853,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000279,144176897509546973577.5663079,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000280,144176897509546973577.7288124,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000281,144176897509546973577.9506048,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000282,144176897509546973578.0934654,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000283,144176897509546973578.3507943,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000284,144176897509546973578.4914445,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000285,144176897509546973578.5828850,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000286,144176897509546973578.7184019,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000287,144176897509546973578.8003630,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000288,144176897509546973578.9476451,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000289,144176897509546973579.0167242,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000290,144176897509546973579.1853262,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000291,144176897509546973579.4263502,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000292,144176897509546973579.4690471,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000293,144176897509546973579.6004638,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000294,144176897509546973579.7723854,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000295,144176897509546973579.8519059,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000296,144176897509546973580.0744676,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000297,144176897509546973580.2190028,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000298,144176897509546973580.3195932,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000299,144176897509546973580.4241450,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000300,144176897509546973580.5448909,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000301,144176897509546973580.7373041,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000302,144176897509546973580.8842654,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000303,144176897509546973581.0728090,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000304,144176897509546973581.2411830,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000305,144176897509546973581.4829412,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000306,144176897509546973581.5766676,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000307,144176897509546973581.6487589,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000308,144176897509546973581.9408774,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000309,144176897509546973582.0639675,odlyzko_block_1e21_10k,block_1e21_10k
1000000000000000000310,144176897509546973582.1685364,odlyzko_block_1e21_10k,block_1e21_10k
