index,gamma,source,block_label
1000000001409,267653396010.4345797615,odlyzko_block_1e12_10k,block_1e12_10k
1000000001410,267653396010.5927211496,odlyzko_block_1e12_10k,block_1e12_10k
1000000001411,267653396010.7851812284,odlyzko_block_1e12_10k,block_1e12_10k
1000000001412,267653396011.1922369437,odlyzko_block_1e12_10k,block_1e12_10k
1000000001413,267653396011.5783184264,odlyzko_block_1e12_10k,block_1e12_10k
1000000001414,267653396011.7740536651,odlyzko_block_1e12_10k,block_1e12_10k
1000000001415,267653396011.9968652641,odlyzko_block_1e12_10k,block_1e12_10k
1000000001416,267653396012.3725369470,odlyzko_block_1e12_10k,block_1e12_10k
1000000001417,267653396012.5543898327,odlyzko_block_1e12_10k,block_1e12_10k
1000000001418,267653396012.7717624744,odlyzko_block_1e12_10k,block_1e12_10k
1000000001419,267653396013.1406866521,odlyzko_block_1e12_10k,block_1e12_10k
1000000001420,267653396013.2772324265,odlyzko_block_1e12_10k,block_1e12_10k
1000000001421,267653396013.5673297155,odlyzko_block_1e12_10k,block_1e12_10k
1000000001422,267653396013.8629843009,odlyzko_block_1e12_10k,block_1e12_10k
1000000001423,267653396014.1694648341,odlyzko_block_1e12_10k,block_1e12_10k
1000000001424,267653396014.2217371404,odlyzko_block_1e12_10k,block_1e12_10k
1000000001425,267653396014.5829499268,odlyzko_block_1e12_10k,block_1e12_10k
1000000001426,267653396014.8114054249,odlyzko_block_1e12_10k,block_1e12_10k
1000000001427,267653396015.1036859061,odlyzko_block_1e12_10k,block_1e12_10k
1000000001428,267653396015.2343628100,odlyzko_block_1e12_10k,block_1e12_10k
1000000001429,267653396015.5140285329,odlyzko_block_1e12_10k,block_1e12_10k
1000000001430,267653396015.7985445481,odlyzko_block_1e12_10k,block_1e12_10k
1000000001431,267653396016.3646405024,odlyzko_block_1e12_10k,block_1e12_10k
1000000001432,267653396016.4509184135,odlyzko_block_1e12_10k,block_1e12_10k
1000000001433,267653396016.7657207206,odlyzko_block_1e12_10k,block_1e12_10k
1000000001434,267653396017.0069650410,odlyzko_block_1e12_10k,block_1e12_10k
1000000001435,267653396017.1952618784,odlyzko_block_1e12_10k,block_1e12_10k
1000000001436,267653396017.4336211493,odlyzko_block_1e12_10k,block_1e12_10k
1000000001437,267653396017.6141294412,odlyzko_block_1e12_10k,block_1e12_10k
1000000001438,267653396017.7972765309,odlyzko_block_1e12_10k,block_1e12_10k
1000000001439,267653396018.0588764674,odlyzko_block_1e12_10k,block_1e12_10k
1000000001440,267653396018.2348635966,odlyzko_block_1e12_10k,block_1e12_10k
1000000001441,267653396018.6626940724,odlyzko_block_1e12_10k,block_1e12_10k
1000000001442,267653396018.8794609529,odlyzko_block_1e12_10k,block_1e12_10k
1000000001443,267653396019.0184842068,odlyzko_block_1e12_10k,block_1e12_10k
1000000001444,267653396019.3021376766,odlyzko_block_1e12_10k,block_1e12_10k
1000000001445,267653396019.6130903690,odlyzko_block_1e12_10k,block_1e12_10k
1000000001446,267653396019.8540454042,odlyzko_block_1e12_10k,block_1e12_10k
1000000001447,267653396020.3805829189,odlyzko_block_1e12_10k,block_1e12_10k
1000000001448,267653396020.4515768787,odlyzko_block_1e12_10k,block_1e12_10k
1000000001449,267653396020.5898580949,odlyzko_block_1e12_10k,block_1e12_10k
1000000001450,267653396020.8698132962,odlyzko_block_1e12_10k,block_1e12_10k
1000000001451,267653396021.2638543453,odlyzko_block_1e12_10k,block_1e12_10k
1000000001452,267653396021.6182596507,odlyzko_block_1e12_10k,block_1e12_10k
1000000001453,267653396021.8065055891,odlyzko_block_1e12_10k,block_1e12_10k
1000000001454,267653396022.0990952799,odlyzko_block_1e12_10k,block_1e12_10k
1000000001455,267653396022.3461588539,odlyzko_block_1e12_10k,block_1e12_10k
1000000001456,267653396022.5928795219,odlyzko_block_1e12_10k,block_1e12_10k
1000000001457,267653396022.9616911260,odlyzko_block_1e12_10k,block_1e12_10k
1000000001458,267653396023.1464337430,odlyzko_block_1e12_10k,block_1e12_10k
1000000001459,267653396023.2877422091,odlyzko_block_1e12_10k,block_1e12_10k
1000000001460,267653396023.6162455735,odlyzko_block_1e12_10k,block_1e12_10k
1000000001461,267653396023.7996459784,odlyzko_block_1e12_10k,block_1e12_10k
1000000001462,267653396024.1272500195,odlyzko_block_1e12_10k,block_1e12_10k
1000000001463,267653396024.3818578146,odlyzko_block_1e12_10k,block_1e12_10k
1000000001464,267653396024.6609783554,odlyzko_block_1e12_10k,block_1e12_10k
1000000001465,267653396024.9727832391,odlyzko_block_1e12_10k,block_1e12_10k
1000000001466,267653396025.1241882842,odlyzko_block_1e12_10k,block_1e12_10k
1000000001467,267653396025.2410907400,odlyzko_block_1e12_10k,block_1e12_10k
1000000001468,267653396025.4592952578,odlyzko_block_1e12_10k,block_1e12_10k
1000000001469,267653396025.6657236582,odlyzko_block_1e12_10k,block_1e12_10k
1000000001470,267653396026.0140644369,odlyzko_block_1e12_10k,block_1e12_10k
1000000001471,267653396026.3241260540,odlyzko_block_1e12_10k,block_1e12_10k
1000000001472,267653396026.6431447362,odlyzko_block_1e12_10k,block_1e12_10k
1000000001473,267653396026.8326187969,odlyzko_block_1e12_10k,block_1e12_10k
1000000001474,267653396027.2098242631,odlyzko_block_1e12_10k,block_1e12_10k
1000000001475,267653396027.5475581842,odlyzko_block_1e12_10k,block_1e12_10k
1000000001476,267653396027.6700827193,odlyzko_block_1e12_10k,block_1e12_10k
1000000001477,267653396027.8862489094,odlyzko_block_1e12_10k,block_1e12_10k
1000000001478,267653396027.9562061930,odlyzko_block_1e12_10k,block_1e12_10k
1000000001479,267653396028.5531042582,odlyzko_block_1e12_10k,block_1e12_10k
1000000001480,267653396028.6617263423,odlyzko_block_1e12_10k,block_1e12_10k
1000000001481,267653396028.8748097757,odlyzko_block_1e12_10k,block_1e12_10k
1000000001482,267653396029.0958182902,odlyzko_block_1e12_10k,block_1e12_10k
1000000001483,267653396029.4962417590,odlyzko_block_1e12_10k,block_1e12_10k
1000000001484,267653396029.7167131391,odlyzko_block_1e12_10k,block_1e12_10k
1000000001485,267653396029.9149236218,odlyzko_block_1e12_10k,block_1e12_10k
1000000001486,267653396030.2614155487,odlyzko_block_1e12_10k,block_1e12_10k
1000000001487,267653396030.4395477715,odlyzko_block_1e12_10k,block_1e12_10k
1000000001488,267653396030.8059206494,odlyzko_block_1e12_10k,block_1e12_10k
1000000001489,267653396030.8879981579,odlyzko_block_1e12_10k,block_1e12_10k
1000000001490,267653396031.1274053606,odlyzko_block_1e12_10k,block_1e12_10k
1000000001491,267653396031.6120433190,odlyzko_block_1e12_10k,block_1e12_10k
1000000001492,267653396031.8503977263,odlyzko_block_1e12_10k,block_1e12_10k
1000000001493,267653396031.9721732940,odlyzko_block_1e12_10k,block_1e12_10k
1000000001494,267653396032.4677981353,odlyzko_block_1e12_10k,block_1e12_10k
1000000001495,267653396032.6622436725,odlyzko_block_1e12_10k,block_1e12_10k
1000000001496,267653396032.8086619797,odlyzko_block_1e12_10k,block_1e12_10k
1000000001497,267653396033.2085327141,odlyzko_block_1e12_10k,block_1e12_10k
1000000001498,267653396033.4232696348,odlyzko_block_1e12_10k,block_1e12_10k
1000000001499,267653396033.5350457927,odlyzko_block_1e12_10k,block_1e12_10k
1000000001500,267653396033.8795917141,odlyzko_block_1e12_10k,block_1e12_10k
1000000001501,267653396034.0310911697,odlyzko_block_1e12_10k,block_1e12_10k
1000000001502,267653396034.4785194378,odlyzko_block_1e12_10k,block_1e12_10k
1000000001503,267653396034.5299493478,odlyzko_block_1e12_10k,block_1e12_10k
1000000001504,267653396034.6979158267,odlyzko_block_1e12_10k,block_1e12_10k
1000000001505,267653396035.1717968298,odlyzko_block_1e12_10k,block_1e12_10k
1000000001506,267653396035.3276184584,odlyzko_block_1e12_10k,block_1e12_10k
1000000001507,267653396035.6684182155,odlyzko_block_1e12_10k,block_1e12_10k
1000000001508,267653396035.8767022925,odlyzko_block_1e12_10k,block_1e12_10k
1000000001509,267653396036.0622396422,odlyzko_block_1e12_10k,block_1e12_10k
1000000001510,267653396036.4235504741,odlyzko_block_1e12_10k,block_1e12_10k
1000000001511,267653396036.6079951779,odlyzko_block_1e12_10k,block_1e12_10k
1000000001512,267653396036.7754809956,odlyzko_block_1e12_10k,block_1e12_10k
1000000001513,267653396037.1060116708,odlyzko_block_1e12_10k,block_1e12_10k
1000000001514,267653396037.3358193438,odlyzko_block_1e12_10k,block_1e12_10k
1000000001515,267653396037.5335752006,odlyzko_block_1e12_10k,block_1e12_10k
1000000001516,267653396037.7562360532,odlyzko_block_1e12_10k,block_1e12_10k
1000000001517,267653396037.9274926144,odlyzko_block_1e12_10k,block_1e12_10k
1000000001518,267653396038.3938461099,odlyzko_block_1e12_10k,block_1e12_10k
1000000001519,267653396038.6616429952,odlyzko_block_1e12_10k,block_1e12_10k
1000000001520,267653396039.0218402762,odlyzko_block_1e12_10k,block_1e12_10k
1000000001521,267653396039.3932845804,odlyzko_block_1e12_10k,block_1e12_10k
1000000001522,267653396039.5759949064,odlyzko_block_1e12_10k,block_1e12_10k
1000000001523,267653396039.7723179280,odlyzko_block_1e12_10k,block_1e12_10k
1000000001524,267653396040.1508292088,odlyzko_block_1e12_10k,block_1e12_10k
1000000001525,267653396040.4278126292,odlyzko_block_1e12_10k,block_1e12_10k
1000000001526,267653396040.5354788876,odlyzko_block_1e12_10k,block_1e12_10k
1000000001527,267653396040.8424401619,odlyzko_block_1e12_10k,block_1e12_10k
1000000001528,267653396041.0452955332,odlyzko_block_1e12_10k,block_1e12_10k
1000000001529,267653396041.3206804563,odlyzko_block_1e12_10k,block_1e12_10k
1000000001530,267653396041.4569757629,odlyzko_block_1e12_10k,block_1e12_10k
1000000001531,267653396041.6827861635,odlyzko_block_1e12_10k,block_1e12_10k
1000000001532,267653396042.1215279228,odlyzko_block_1e12_10k,block_1e12_10k
1000000001533,267653396042.3213690762,odlyzko_block_1e12_10k,block_1e12_10k
1000000001534,267653396042.3855167207,odlyzko_block_1e12_10k,block_1e12_10k
1000000001535,267653396042.7715995230,odlyzko_block_1e12_10k,block_1e12_10k
1000000001536,267653396043.1598963710,odlyzko_block_1e12_10k,block_1e12_10k
1000000001537,267653396043.3096310635,odlyzko_block_1e12_10k,block_1e12_10k
1000000001538,267653396043.6763010087,odlyzko_block_1e12_10k,block_1e12_10k
1000000001539,267653396043.8585705105,odlyzko_block_1e12_10k,block_1e12_10k
1000000001540,267653396043.9397486090,odlyzko_block_1e12_10k,block_1e12_10k
1000000001541,267653396044.4188465454,odlyzko_block_1e12_10k,block_1e12_10k
1000000001542,267653396044.6344183568,odlyzko_block_1e12_10k,block_1e12_10k
1000000001543,267653396044.8395442411,odlyzko_block_1e12_10k,block_1e12_10k
1000000001544,267653396045.0529845916,odlyzko_block_1e12_10k,block_1e12_10k
1000000001545,267653396045.3623010705,odlyzko_block_1e12_10k,block_1e12_10k
1000000001546,267653396045.6998608684,odlyzko_block_1e12_10k,block_1e12_10k
1000000001547,267653396045.9106671161,odlyzko_block_1e12_10k,block_1e12_10k
1000000001548,267653396046.1058510864,odlyzko_block_1e12_10k,block_1e12_10k
1000000001549,267653396046.2682764763,odlyzko_block_1e12_10k,block_1e12_10k
1000000001550,267653396046.6685850731,odlyzko_block_1e12_10k,block_1e12_10k
1000000001551,267653396046.8283353123,odlyzko_block_1e12_10k,block_1e12_10k
1000000001552,267653396047.1204812885,odlyzko_block_1e12_10k,block_1e12_10k
1000000001553,267653396047.2869077740,odlyzko_block_1e12_10k,block_1e12_10k
1000000001554,267653396047.6331531013,odlyzko_block_1e12_10k,block_1e12_10k
1000000001555,267653396047.8025230133,odlyzko_block_1e12_10k,block_1e12_10k
1000000001556,267653396048.1922462656,odlyzko_block_1e12_10k,block_1e12_10k
1000000001557,267653396048.4820030067,odlyzko_block_1e12_10k,block_1e12_10k
1000000001558,267653396048.8097875165,odlyzko_block_1e12_10k,block_1e12_10k
1000000001559,267653396049.0604425385,odlyzko_block_1e12_10k,block_1e12_10k
1000000001560,267653396049.1258333103,odlyzko_block_1e12_10k,block_1e12_10k
1000000001561,267653396049.5348149329,odlyzko_block_1e12_10k,block_1e12_10k
1000000001562,267653396049.7250469132,odlyzko_block_1e12_10k,block_1e12_10k
1000000001563,267653396050.1163800227,odlyzko_block_1e12_10k,block_1e12_10k
1000000001564,267653396050.2805254716,odlyzko_block_1e12_10k,block_1e12_10k
1000000001565,267653396050.5638706344,odlyzko_block_1e12_10k,block_1e12_10k
1000000001566,267653396050.8653595379,odlyzko_block_1e12_10k,block_1e12_10k
1000000001567,267653396051.0134434220,odlyzko_block_1e12_10k,block_1e12_10k
1000000001568,267653396051.4731440130,odlyzko_block_1e12_10k,block_1e12_10k
1000000001569,267653396051.7341069360,odlyzko_block_1e12_10k,block_1e12_10k
1000000001570,267653396051.8112110056,odlyzko_block_1e12_10k,block_1e12_10k
1000000001571,267653396052.1431225595,odlyzko_block_1e12_10k,block_1e12_10k
1000000001572,267653396052.2730876001,odlyzko_block_1e12_10k,block_1e12_10k
1000000001573,267653396052.5699480292,odlyzko_block_1e12_10k,block_1e12_10k
1000000001574,267653396052.8187746919,odlyzko_block_1e12_10k,block_1e12_10k
1000000001575,267653396053.0779368066,odlyzko_block_1e12_10k,block_1e12_10k
1000000001576,267653396053.1809429238,odlyzko_block_1e12_10k,block_1e12_10k
1000000001577,267653396053.6564905647,odlyzko_block_1e12_10k,block_1e12_10k
1000000001578,267653396053.7467808626,odlyzko_block_1e12_10k,block_1e12_10k
1000000001579,267653396053.9058211644,odlyzko_block_1e12_10k,block_1e12_10k
1000000001580,267653396054.2098188996,odlyzko_block_1e12_10k,block_1e12_10k
1000000001581,267653396054.4977174155,odlyzko_block_1e12_10k,block_1e12_10k
1000000001582,267653396054.8934091561,odlyzko_block_1e12_10k,block_1e12_10k
1000000001583,267653396055.0171551786,odlyzko_block_1e12_10k,block_1e12_10k
1000000001584,267653396055.3342971813,odlyzko_block_1e12_10k,block_1e12_10k
1000000001585,267653396055.6061502940,odlyzko_block_1e12_10k,block_1e12_10k
1000000001586,267653396055.8934021876,odlyzko_block_1e12_10k,block_1e12_10k
1000000001587,267653396056.2051504822,odlyzko_block_1e12_10k,block_1e12_10k
1000000001588,267653396056.5829957404,odlyzko_block_1e12_10k,block_1e12_10k
1000000001589,267653396056.7724009776,odlyzko_block_1e12_10k,block_1e12_10k
1000000001590,267653396056.8751390031,odlyzko_block_1e12_10k,block_1e12_10k
1000000001591,267653396057.0655641749,odlyzko_block_1e12_10k,block_1e12_10k
1000000001592,267653396057.3780902478,odlyzko_block_1e12_10k,block_1e12_10k
1000000001593,267653396057.5352220584,odlyzko_block_1e12_10k,block_1e12_10k
1000000001594,267653396057.8780878734,odlyzko_block_1e12_10k,block_1e12_10k
1000000001595,267653396058.3700858348,odlyzko_block_1e12_10k,block_1e12_10k
1000000001596,267653396058.7320935431,odlyzko_block_1e12_10k,block_1e12_10k
1000000001597,267653396058.9107207794,odlyzko_block_1e12_10k,block_1e12_10k
1000000001598,267653396058.9976785318,odlyzko_block_1e12_10k,block_1e12_10k
1000000001599,267653396059.3302594301,odlyzko_block_1e12_10k,block_1e12_10k
1000000001600,267653396059.4600246384,odlyzko_block_1e12_10k,block_1e12_10k
1000000001601,267653396059.7603355813,odlyzko_block_1e12_10k,block_1e12_10k
1000000001602,267653396059.9473956378,odlyzko_block_1e12_10k,block_1e12_10k
1000000001603,267653396060.1787958913,odlyzko_block_1e12_10k,block_1e12_10k
1000000001604,267653396060.4371874090,odlyzko_block_1e12_10k,block_1e12_10k
1000000001605,267653396060.8594734139,odlyzko_block_1e12_10k,block_1e12_10k
1000000001606,267653396061.0418832760,odlyzko_block_1e12_10k,block_1e12_10k
1000000001607,267653396061.3807275020,odlyzko_block_1e12_10k,block_1e12_10k
1000000001608,267653396061.5067468640,odlyzko_block_1e12_10k,block_1e12_10k
1000000001609,267653396061.7720266984,odlyzko_block_1e12_10k,block_1e12_10k
1000000001610,267653396062.1427807592,odlyzko_block_1e12_10k,block_1e12_10k
1000000001611,267653396062.4070557172,odlyzko_block_1e12_10k,block_1e12_10k
1000000001612,267653396062.4952010708,odlyzko_block_1e12_10k,block_1e12_10k
1000000001613,267653396062.9014938440,odlyzko_block_1e12_10k,block_1e12_10k
1000000001614,267653396063.1467429526,odlyzko_block_1e12_10k,block_1e12_10k
1000000001615,267653396063.4217607165,odlyzko_block_1e12_10k,block_1e12_10k
1000000001616,267653396063.5267754499,odlyzko_block_1e12_10k,block_1e12_10k
1000000001617,267653396063.7962892748,odlyzko_block_1e12_10k,block_1e12_10k
1000000001618,267653396064.0709774474,odlyzko_block_1e12_10k,block_1e12_10k
1000000001619,267653396064.2876688439,odlyzko_block_1e12_10k,block_1e12_10k
1000000001620,267653396064.5699314691,odlyzko_block_1e12_10k,block_1e12_10k
1000000001621,267653396064.8040575276,odlyzko_block_1e12_10k,block_1e12_10k
1000000001622,267653396064.9999843179,odlyzko_block_1e12_10k,block_1e12_10k
1000000001623,267653396065.2596374962,odlyzko_block_1e12_10k,block_1e12_10k
1000000001624,267653396065.6380358928,odlyzko_block_1e12_10k,block_1e12_10k
1000000001625,267653396065.7952386586,odlyzko_block_1e12_10k,block_1e12_10k
1000000001626,267653396065.9048401981,odlyzko_block_1e12_10k,block_1e12_10k
1000000001627,267653396066.4285836439,odlyzko_block_1e12_10k,block_1e12_10k
1000000001628,267653396066.8528059005,odlyzko_block_1e12_10k,block_1e12_10k
1000000001629,267653396066.9672685321,odlyzko_block_1e12_10k,block_1e12_10k
1000000001630,267653396067.3051983194,odlyzko_block_1e12_10k,block_1e12_10k
1000000001631,267653396067.5142928244,odlyzko_block_1e12_10k,block_1e12_10k
1000000001632,267653396067.9503683733,odlyzko_block_1e12_10k,block_1e12_10k
1000000001633,267653396068.0055090556,odlyzko_block_1e12_10k,block_1e12_10k
1000000001634,267653396068.3244658952,odlyzko_block_1e12_10k,block_1e12_10k
1000000001635,267653396068.5417408795,odlyzko_block_1e12_10k,block_1e12_10k
1000000001636,267653396068.9099368303,odlyzko_block_1e12_10k,block_1e12_10k
1000000001637,267653396068.9786073135,odlyzko_block_1e12_10k,block_1e12_10k
1000000001638,267653396069.3154103301,odlyzko_block_1e12_10k,block_1e12_10k
1000000001639,267653396069.5442440983,odlyzko_block_1e12_10k,block_1e12_10k
1000000001640,267653396069.8336230134,odlyzko_block_1e12_10k,block_1e12_10k
1000000001641,267653396069.9214005299,odlyzko_block_1e12_10k,block_1e12_10k
1000000001642,267653396070.1675647329,odlyzko_block_1e12_10k,block_1e12_10k
1000000001643,267653396070.4612591771,odlyzko_block_1e12_10k,block_1e12_10k
1000000001644,267653396070.7530217936,odlyzko_block_1e12_10k,block_1e12_10k
1000000001645,267653396071.0442474986,odlyzko_block_1e12_10k,block_1e12_10k
1000000001646,267653396071.3244005241,odlyzko_block_1e12_10k,block_1e12_10k
1000000001647,267653396071.6736353212,odlyzko_block_1e12_10k,block_1e12_10k
1000000001648,267653396071.7669017998,odlyzko_block_1e12_10k,block_1e12_10k
1000000001649,267653396072.0397746575,odlyzko_block_1e12_10k,block_1e12_10k
1000000001650,267653396072.3388926956,odlyzko_block_1e12_10k,block_1e12_10k
1000000001651,267653396072.4312003647,odlyzko_block_1e12_10k,block_1e12_10k
1000000001652,267653396072.6979285439,odlyzko_block_1e12_10k,block_1e12_10k
1000000001653,267653396073.1127148871,odlyzko_block_1e12_10k,block_1e12_10k
1000000001654,267653396073.2890531595,odlyzko_block_1e12_10k,block_1e12_10k
1000000001655,267653396073.5427219469,odlyzko_block_1e12_10k,block_1e12_10k
1000000001656,267653396073.8207089746,odlyzko_block_1e12_10k,block_1e12_10k
1000000001657,267653396074.0401401477,odlyzko_block_1e12_10k,block_1e12_10k
1000000001658,267653396074.4909506116,odlyzko_block_1e12_10k,block_1e12_10k
1000000001659,267653396074.7084549207,odlyzko_block_1e12_10k,block_1e12_10k
1000000001660,267653396074.8751702597,odlyzko_block_1e12_10k,block_1e12_10k
1000000001661,267653396075.0574173483,odlyzko_block_1e12_10k,block_1e12_10k
1000000001662,267653396075.4859600896,odlyzko_block_1e12_10k,block_1e12_10k
1000000001663,267653396075.7286551691,odlyzko_block_1e12_10k,block_1e12_10k
1000000001664,267653396076.0025269100,odlyzko_block_1e12_10k,block_1e12_10k
1000000001665,267653396076.3048651917,odlyzko_block_1e12_10k,block_1e12_10k
1000000001666,267653396076.4136193520,odlyzko_block_1e12_10k,block_1e12_10k
1000000001667,267653396076.4805406399,odlyzko_block_1e12_10k,block_1e12_10k
1000000001668,267653396076.9592727199,odlyzko_block_1e12_10k,block_1e12_10k
1000000001669,267653396077.1847741484,odlyzko_block_1e12_10k,block_1e12_10k
1000000001670,267653396077.4543920583,odlyzko_block_1e12_10k,block_1e12_10k
1000000001671,267653396077.7341658866,odlyzko_block_1e12_10k,block_1e12_10k
1000000001672,267653396077.9931764858,odlyzko_block_1e12_10k,block_1e12_10k
1000000001673,267653396078.2557979970,odlyzko_block_1e12_10k,block_1e12_10k
1000000001674,267653396078.6412244532,odlyzko_block_1e12_10k,block_1e12_10k
1000000001675,267653396078.9774160218,odlyzko_block_1e12_10k,block_1e12_10k
1000000001676,267653396079.1238855606,odlyzko_block_1e12_10k,block_1e12_10k
1000000001677,267653396079.3658824948,odlyzko_block_1e12_10k,block_1e12_10k
1000000001678,267653396079.4191439021,odlyzko_block_1e12_10k,block_1e12_10k
1000000001679,267653396079.7356806060,odlyzko_block_1e12_10k,block_1e12_10k
1000000001680,267653396080.0265317370,odlyzko_block_1e12_10k,block_1e12_10k
1000000001681,267653396080.3465085761,odlyzko_block_1e12_10k,block_1e12_10k
1000000001682,267653396080.5968605412,odlyzko_block_1e12_10k,block_1e12_10k
1000000001683,267653396080.8211982299,odlyzko_block_1e12_10k,block_1e12_10k
1000000001684,267653396080.9634877693,odlyzko_block_1e12_10k,block_1e12_10k
1000000001685,267653396081.3104601953,odlyzko_block_1e12_10k,block_1e12_10k
1000000001686,267653396081.4723206790,odlyzko_block_1e12_10k,block_1e12_10k
1000000001687,267653396081.6672046296,odlyzko_block_1e12_10k,block_1e12_10k
1000000001688,267653396082.0023580155,odlyzko_block_1e12_10k,block_1e12_10k
1000000001689,267653396082.3162078724,odlyzko_block_1e12_10k,block_1e12_10k
1000000001690,267653396082.5334251211,odlyzko_block_1e12_10k,block_1e12_10k
1000000001691,267653396082.8534198342,odlyzko_block_1e12_10k,block_1e12_10k
1000000001692,267653396083.1414774525,odlyzko_block_1e12_10k,block_1e12_10k
1000000001693,267653396083.2182849498,odlyzko_block_1e12_10k,block_1e12_10k
1000000001694,267653396083.4640066160,odlyzko_block_1e12_10k,block_1e12_10k
1000000001695,267653396083.7122632259,odlyzko_block_1e12_10k,block_1e12_10k
1000000001696,267653396083.9355429859,odlyzko_block_1e12_10k,block_1e12_10k
1000000001697,267653396084.5917055065,odlyzko_block_1e12_10k,block_1e12_10k
1000000001698,267653396084.7950133517,odlyzko_block_1e12_10k,block_1e12_10k
1000000001699,267653396085.0750319015,odlyzko_block_1e12_10k,block_1e12_10k
1000000001700,267653396085.1946135656,odlyzko_block_1e12_10k,block_1e12_10k
1000000001701,267653396085.4408323447,odlyzko_block_1e12_10k,block_1e12_10k
1000000001702,267653396085.6515175373,odlyzko_block_1e12_10k,block_1e12_10k
1000000001703,267653396086.1320213363,odlyzko_block_1e12_10k,block_1e12_10k
1000000001704,267653396086.3338766018,odlyzko_block_1e12_10k,block_1e12_10k
1000000001705,267653396086.4560345064,odlyzko_block_1e12_10k,block_1e12_10k
1000000001706,267653396086.7980417918,odlyzko_block_1e12_10k,block_1e12_10k
1000000001707,267653396086.9137153810,odlyzko_block_1e12_10k,block_1e12_10k
1000000001708,267653396087.2734433505,odlyzko_block_1e12_10k,block_1e12_10k
1000000001709,267653396087.5710159244,odlyzko_block_1e12_10k,block_1e12_10k
1000000001710,267653396087.7330639158,odlyzko_block_1e12_10k,block_1e12_10k
1000000001711,267653396088.1122119663,odlyzko_block_1e12_10k,block_1e12_10k
1000000001712,267653396088.2183763549,odlyzko_block_1e12_10k,block_1e12_10k
1000000001713,267653396088.4788392524,odlyzko_block_1e12_10k,block_1e12_10k
1000000001714,267653396088.7454687159,odlyzko_block_1e12_10k,block_1e12_10k
1000000001715,267653396088.8263115260,odlyzko_block_1e12_10k,block_1e12_10k
1000000001716,267653396089.0815054299,odlyzko_block_1e12_10k,block_1e12_10k
1000000001717,267653396089.4048932417,odlyzko_block_1e12_10k,block_1e12_10k
1000000001718,267653396089.8020645468,odlyzko_block_1e12_10k,block_1e12_10k
1000000001719,267653396090.0655542624,odlyzko_block_1e12_10k,block_1e12_10k
1000000001720,267653396090.4026348795,odlyzko_block_1e12_10k,block_1e12_10k
1000000001721,267653396090.6246980839,odlyzko_block_1e12_10k,block_1e12_10k
1000000001722,267653396090.8796694745,odlyzko_block_1e12_10k,block_1e12_10k
1000000001723,267653396091.1199717672,odlyzko_block_1e12_10k,block_1e12_10k
1000000001724,267653396091.4043371025,odlyzko_block_1e12_10k,block_1e12_10k
1000000001725,267653396091.5897788709,odlyzko_block_1e12_10k,block_1e12_10k
1000000001726,267653396091.7278804280,odlyzko_block_1e12_10k,block_1e12_10k
1000000001727,267653396091.9166188660,odlyzko_block_1e12_10k,block_1e12_10k
1000000001728,267653396092.2689482435,odlyzko_block_1e12_10k,block_1e12_10k
1000000001729,267653396092.5927872557,odlyzko_block_1e12_10k,block_1e12_10k
1000000001730,267653396092.7527443292,odlyzko_block_1e12_10k,block_1e12_10k
1000000001731,267653396093.0460303915,odlyzko_block_1e12_10k,block_1e12_10k
1000000001732,267653396093.2214653948,odlyzko_block_1e12_10k,block_1e12_10k
1000000001733,267653396093.7198534318,odlyzko_block_1e12_10k,block_1e12_10k
1000000001734,267653396093.8414611471,odlyzko_block_1e12_10k,block_1e12_10k
1000000001735,267653396094.2230591662,odlyzko_block_1e12_10k,block_1e12_10k
1000000001736,267653396094.3453334027,odlyzko_block_1e12_10k,block_1e12_10k
1000000001737,267653396094.7885501098,odlyzko_block_1e12_10k,block_1e12_10k
1000000001738,267653396095.0235408936,odlyzko_block_1e12_10k,block_1e12_10k
1000000001739,267653396095.2387005872,odlyzko_block_1e12_10k,block_1e12_10k
1000000001740,267653396095.5165546016,odlyzko_block_1e12_10k,block_1e12_10k
1000000001741,267653396095.7845208174,odlyzko_block_1e12_10k,block_1e12_10k
1000000001742,267653396095.9373891578,odlyzko_block_1e12_10k,block_1e12_10k
1000000001743,267653396096.3663475567,odlyzko_block_1e12_10k,block_1e12_10k
1000000001744,267653396096.4391593527,odlyzko_block_1e12_10k,block_1e12_10k
1000000001745,267653396096.6614107858,odlyzko_block_1e12_10k,block_1e12_10k
1000000001746,267653396097.0170701061,odlyzko_block_1e12_10k,block_1e12_10k
1000000001747,267653396097.1691389315,odlyzko_block_1e12_10k,block_1e12_10k
1000000001748,267653396097.7043577573,odlyzko_block_1e12_10k,block_1e12_10k
1000000001749,267653396097.8448235896,odlyzko_block_1e12_10k,block_1e12_10k
1000000001750,267653396098.0420831439,odlyzko_block_1e12_10k,block_1e12_10k
1000000001751,267653396098.2836330039,odlyzko_block_1e12_10k,block_1e12_10k
1000000001752,267653396098.5504807010,odlyzko_block_1e12_10k,block_1e12_10k
1000000001753,267653396098.7395662299,odlyzko_block_1e12_10k,block_1e12_10k
1000000001754,267653396099.0294081237,odlyzko_block_1e12_10k,block_1e12_10k
1000000001755,267653396099.1526718223,odlyzko_block_1e12_10k,block_1e12_10k
1000000001756,267653396099.4577948827,odlyzko_block_1e12_10k,block_1e12_10k
1000000001757,267653396099.7406832419,odlyzko_block_1e12_10k,block_1e12_10k
