index,gamma,source
5386,5804.409409032,sage_odlyzko_zeta
5387,5805.820188754,sage_odlyzko_zeta
5388,5806.79866101,sage_odlyzko_zeta
5389,5807.373949622,sage_odlyzko_zeta
5390,5807.786383388,sage_odlyzko_zeta
5391,5808.950049547,sage_odlyzko_zeta
5392,5810.033203191,sage_odlyzko_zeta
5393,5811.356821179,sage_odlyzko_zeta
5394,5812.204788292,sage_odlyzko_zeta
5395,5813.345051567,sage_odlyzko_zeta
5396,5813.946414929,sage_odlyzko_zeta
5397,5814.499327316,sage_odlyzko_zeta
5398,5815.62471425,sage_odlyzko_zeta
5399,5816.295670203,sage_odlyzko_zeta
5400,5817.687141956,sage_odlyzko_zeta
5401,5818.292158757,sage_odlyzko_zeta
5402,5819.263873661,sage_odlyzko_zeta
5403,5820.323072484,sage_odlyzko_zeta
5404,5821.199580318,sage_odlyzko_zeta
5405,5822.554932362,sage_odlyzko_zeta
5406,5823.160120589,sage_odlyzko_zeta
5407,5824.034446196,sage_odlyzko_zeta
5408,5824.644070748,sage_odlyzko_zeta
5409,5826.022417685,sage_odlyzko_zeta
5410,5826.437166474,sage_odlyzko_zeta
5411,5826.894313622,sage_odlyzko_zeta
5412,5828.890322957,sage_odlyzko_zeta
5413,5829.884397342,sage_odlyzko_zeta
5414,5830.591034346,sage_odlyzko_zeta
5415,5831.348619827,sage_odlyzko_zeta
5416,5832.010437995,sage_odlyzko_zeta
5417,5833.320748988,sage_odlyzko_zeta
5418,5834.000771326,sage_odlyzko_zeta
5419,5834.935242019,sage_odlyzko_zeta
5420,5835.952597526,sage_odlyzko_zeta
5421,5836.409775793,sage_odlyzko_zeta
5422,5837.694816939,sage_odlyzko_zeta
5423,5838.887811771,sage_odlyzko_zeta
5424,5839.65714889,sage_odlyzko_zeta
5425,5840.87074578,sage_odlyzko_zeta
5426,5841.773244697,sage_odlyzko_zeta
5427,5842.257347261,sage_odlyzko_zeta
5428,5843.004016164,sage_odlyzko_zeta
5429,5843.745504057,sage_odlyzko_zeta
5430,5845.043540779,sage_odlyzko_zeta
5431,5846.122346478,sage_odlyzko_zeta
5432,5846.858967154,sage_odlyzko_zeta
5433,5848.182987414,sage_odlyzko_zeta
5434,5848.996958343,sage_odlyzko_zeta
5435,5849.661517376,sage_odlyzko_zeta
5436,5850.489268139,sage_odlyzko_zeta
5437,5851.71105976,sage_odlyzko_zeta
5438,5852.668145588,sage_odlyzko_zeta
5439,5853.095554595,sage_odlyzko_zeta
5440,5854.191539972,sage_odlyzko_zeta
5441,5854.715491773,sage_odlyzko_zeta
5442,5856.094228894,sage_odlyzko_zeta
5443,5857.843809341,sage_odlyzko_zeta
5444,5858.083358309,sage_odlyzko_zeta
5445,5858.83395306,sage_odlyzko_zeta
5446,5859.861397252,sage_odlyzko_zeta
5447,5860.649383001,sage_odlyzko_zeta
5448,5861.434868986,sage_odlyzko_zeta
5449,5862.557428298,sage_odlyzko_zeta
5450,5863.094038513,sage_odlyzko_zeta
5451,5864.656763606,sage_odlyzko_zeta
5452,5865.522792511,sage_odlyzko_zeta
5453,5866.040235325,sage_odlyzko_zeta
5454,5867.201546981,sage_odlyzko_zeta
5455,5868.543660975,sage_odlyzko_zeta
5456,5868.986917037,sage_odlyzko_zeta
5457,5870.008991854,sage_odlyzko_zeta
5458,5870.718884648,sage_odlyzko_zeta
5459,5871.419724498,sage_odlyzko_zeta
5460,5872.402794856,sage_odlyzko_zeta
5461,5873.387593706,sage_odlyzko_zeta
5462,5874.881588208,sage_odlyzko_zeta
5463,5875.798358154,sage_odlyzko_zeta
5464,5876.374963621,sage_odlyzko_zeta
5465,5877.609748609,sage_odlyzko_zeta
5466,5877.93329392,sage_odlyzko_zeta
5467,5878.676214478,sage_odlyzko_zeta
5468,5880.463284727,sage_odlyzko_zeta
5469,5880.709560928,sage_odlyzko_zeta
5470,5881.825024121,sage_odlyzko_zeta
5471,5882.270516172,sage_odlyzko_zeta
5472,5884.032826245,sage_odlyzko_zeta
5473,5884.684250048,sage_odlyzko_zeta
5474,5885.744730541,sage_odlyzko_zeta
5475,5886.621191165,sage_odlyzko_zeta
5476,5887.486300389,sage_odlyzko_zeta
5477,5888.387576534,sage_odlyzko_zeta
5478,5888.845470522,sage_odlyzko_zeta
5479,5889.698291836,sage_odlyzko_zeta
5480,5890.84268936,sage_odlyzko_zeta
5481,5892.225848294,sage_odlyzko_zeta
5482,5893.121091671,sage_odlyzko_zeta
5483,5894.085613219,sage_odlyzko_zeta
5484,5894.544410864,sage_odlyzko_zeta
5485,5895.557133652,sage_odlyzko_zeta
5486,5896.814625874,sage_odlyzko_zeta
5487,5897.528508397,sage_odlyzko_zeta
5488,5898.045615593,sage_odlyzko_zeta
5489,5899.335294403,sage_odlyzko_zeta
5490,5900.026130768,sage_odlyzko_zeta
5491,5900.832883795,sage_odlyzko_zeta
5492,5902.160660216,sage_odlyzko_zeta
5493,5903.459104336,sage_odlyzko_zeta
5494,5904.35922485,sage_odlyzko_zeta
5495,5904.786649649,sage_odlyzko_zeta
5496,5905.377904297,sage_odlyzko_zeta
5497,5906.654294834,sage_odlyzko_zeta
5498,5907.305604479,sage_odlyzko_zeta
5499,5908.304130378,sage_odlyzko_zeta
5500,5909.432316005,sage_odlyzko_zeta
5501,5910.29742864,sage_odlyzko_zeta
5502,5911.489176577,sage_odlyzko_zeta
5503,5912.332412221,sage_odlyzko_zeta
5504,5912.935296613,sage_odlyzko_zeta
5505,5914.115666541,sage_odlyzko_zeta
5506,5915.019576754,sage_odlyzko_zeta
5507,5916.088332581,sage_odlyzko_zeta
5508,5916.441169128,sage_odlyzko_zeta
5509,5917.380890968,sage_odlyzko_zeta
5510,5917.975417962,sage_odlyzko_zeta
5511,5920.055550869,sage_odlyzko_zeta
5512,5920.538476511,sage_odlyzko_zeta
5513,5921.438418563,sage_odlyzko_zeta
5514,5922.552080088,sage_odlyzko_zeta
5515,5923.106480528,sage_odlyzko_zeta
5516,5924.023918206,sage_odlyzko_zeta
5517,5924.612567997,sage_odlyzko_zeta
5518,5925.982652112,sage_odlyzko_zeta
5519,5926.867806896,sage_odlyzko_zeta
5520,5927.479356434,sage_odlyzko_zeta
5521,5928.899161985,sage_odlyzko_zeta
5522,5929.345382898,sage_odlyzko_zeta
5523,5930.860362894,sage_odlyzko_zeta
5524,5931.570134864,sage_odlyzko_zeta
5525,5932.736065547,sage_odlyzko_zeta
5526,5933.03353656,sage_odlyzko_zeta
5527,5933.987898043,sage_odlyzko_zeta
5528,5934.829981307,sage_odlyzko_zeta
5529,5935.948347327,sage_odlyzko_zeta
5530,5936.465147329,sage_odlyzko_zeta
5531,5938.287679988,sage_odlyzko_zeta
5532,5939.265303267,sage_odlyzko_zeta
5533,5939.695838711,sage_odlyzko_zeta
5534,5940.379099853,sage_odlyzko_zeta
5535,5941.441894804,sage_odlyzko_zeta
5536,5942.467736154,sage_odlyzko_zeta
5537,5943.543979175,sage_odlyzko_zeta
5538,5944.130246624,sage_odlyzko_zeta
5539,5944.725413371,sage_odlyzko_zeta
5540,5946.143331991,sage_odlyzko_zeta
5541,5946.820062653,sage_odlyzko_zeta
5542,5948.301613869,sage_odlyzko_zeta
5543,5949.142426313,sage_odlyzko_zeta
5544,5949.777706352,sage_odlyzko_zeta
5545,5950.989084393,sage_odlyzko_zeta
5546,5951.430121674,sage_odlyzko_zeta
5547,5952.261902584,sage_odlyzko_zeta
5548,5952.902618768,sage_odlyzko_zeta
5549,5954.465995762,sage_odlyzko_zeta
5550,5955.342138477,sage_odlyzko_zeta
5551,5956.365914061,sage_odlyzko_zeta
5552,5957.027692949,sage_odlyzko_zeta
5553,5958.332640101,sage_odlyzko_zeta
5554,5958.866457495,sage_odlyzko_zeta
5555,5959.876516606,sage_odlyzko_zeta
5556,5960.740693076,sage_odlyzko_zeta
5557,5961.788662548,sage_odlyzko_zeta
5558,5962.574245886,sage_odlyzko_zeta
5559,5962.943559513,sage_odlyzko_zeta
5560,5964.146533459,sage_odlyzko_zeta
5561,5965.736509168,sage_odlyzko_zeta
5562,5966.619515143,sage_odlyzko_zeta
5563,5967.433133231,sage_odlyzko_zeta
5564,5968.178918742,sage_odlyzko_zeta
5565,5968.735878785,sage_odlyzko_zeta
5566,5969.779680207,sage_odlyzko_zeta
5567,5970.844216767,sage_odlyzko_zeta
5568,5971.604971542,sage_odlyzko_zeta
5569,5972.485368405,sage_odlyzko_zeta
5570,5973.620902248,sage_odlyzko_zeta
5571,5974.886211179,sage_odlyzko_zeta
5572,5975.35616323,sage_odlyzko_zeta
5573,5976.141901893,sage_odlyzko_zeta
5574,5978.026590421,sage_odlyzko_zeta
5575,5978.139309726,sage_odlyzko_zeta
5576,5978.832670353,sage_odlyzko_zeta
5577,5979.862288577,sage_odlyzko_zeta
5578,5980.592613333,sage_odlyzko_zeta
5579,5981.5062608,sage_odlyzko_zeta
5580,5982.914976764,sage_odlyzko_zeta
5581,5984.01261564,sage_odlyzko_zeta
5582,5984.792817507,sage_odlyzko_zeta
5583,5985.669034668,sage_odlyzko_zeta
5584,5986.419145205,sage_odlyzko_zeta
5585,5987.055919518,sage_odlyzko_zeta
5586,5988.313841463,sage_odlyzko_zeta
5587,5988.973948251,sage_odlyzko_zeta
5588,5990.294284874,sage_odlyzko_zeta
5589,5990.809755141,sage_odlyzko_zeta
5590,5991.47298543,sage_odlyzko_zeta
5591,5993.084653615,sage_odlyzko_zeta
5592,5994.057233176,sage_odlyzko_zeta
5593,5995.024532494,sage_odlyzko_zeta
5594,5995.409540651,sage_odlyzko_zeta
5595,5996.609465538,sage_odlyzko_zeta
5596,5997.392505689,sage_odlyzko_zeta
5597,5998.052919753,sage_odlyzko_zeta
5598,5998.734794942,sage_odlyzko_zeta
5599,6000.121020998,sage_odlyzko_zeta
5600,6001.49551909,sage_odlyzko_zeta
5601,6002.154589633,sage_odlyzko_zeta
5602,6002.914838346,sage_odlyzko_zeta
5603,6003.878519365,sage_odlyzko_zeta
5604,6004.591820725,sage_odlyzko_zeta
5605,6005.855784942,sage_odlyzko_zeta
5606,6006.678028615,sage_odlyzko_zeta
5607,6007.325565907,sage_odlyzko_zeta
5608,6007.978287458,sage_odlyzko_zeta
5609,6009.20454038,sage_odlyzko_zeta
5610,6010.19082041,sage_odlyzko_zeta
5611,6011.253025428,sage_odlyzko_zeta
5612,6012.651122637,sage_odlyzko_zeta
5613,6013.047245644,sage_odlyzko_zeta
5614,6014.042373169,sage_odlyzko_zeta
5615,6014.66386938,sage_odlyzko_zeta
5616,6015.1614673,sage_odlyzko_zeta
5617,6016.736803704,sage_odlyzko_zeta
5618,6017.530542899,sage_odlyzko_zeta
5619,6018.18047453,sage_odlyzko_zeta
5620,6019.650285836,sage_odlyzko_zeta
5621,6020.485477165,sage_odlyzko_zeta
5622,6021.078533685,sage_odlyzko_zeta
5623,6022.496991536,sage_odlyzko_zeta
5624,6022.866086751,sage_odlyzko_zeta
5625,6024.235928622,sage_odlyzko_zeta
5626,6024.765822155,sage_odlyzko_zeta
5627,6025.65298906,sage_odlyzko_zeta
5628,6026.328429366,sage_odlyzko_zeta
5629,6027.149989355,sage_odlyzko_zeta
5630,6029.083879336,sage_odlyzko_zeta
5631,6029.871336491,sage_odlyzko_zeta
5632,6030.366565545,sage_odlyzko_zeta
5633,6031.190552493,sage_odlyzko_zeta
5634,6032.274114807,sage_odlyzko_zeta
5635,6033.146731331,sage_odlyzko_zeta
5636,6033.644977208,sage_odlyzko_zeta
5637,6034.94213263,sage_odlyzko_zeta
5638,6035.782357605,sage_odlyzko_zeta
5639,6036.735104464,sage_odlyzko_zeta
5640,6037.621814971,sage_odlyzko_zeta
5641,6038.62081901,sage_odlyzko_zeta
5642,6039.780188462,sage_odlyzko_zeta
5643,6040.747929474,sage_odlyzko_zeta
5644,6041.398240993,sage_odlyzko_zeta
5645,6042.397652239,sage_odlyzko_zeta
5646,6042.668644064,sage_odlyzko_zeta
5647,6043.995010269,sage_odlyzko_zeta
5648,6044.552572124,sage_odlyzko_zeta
5649,6046.181521954,sage_odlyzko_zeta
5650,6046.796932396,sage_odlyzko_zeta
5651,6048.263607361,sage_odlyzko_zeta
5652,6048.952645864,sage_odlyzko_zeta
5653,6049.241142989,sage_odlyzko_zeta
5654,6050.246128122,sage_odlyzko_zeta
5655,6051.626971034,sage_odlyzko_zeta
5656,6052.439739294,sage_odlyzko_zeta
5657,6053.067413924,sage_odlyzko_zeta
5658,6053.778846036,sage_odlyzko_zeta
5659,6054.804164558,sage_odlyzko_zeta
5660,6056.260886232,sage_odlyzko_zeta
5661,6057.072842114,sage_odlyzko_zeta
5662,6058.000876271,sage_odlyzko_zeta
5663,6059.134493786,sage_odlyzko_zeta
5664,6059.466828728,sage_odlyzko_zeta
5665,6060.341627593,sage_odlyzko_zeta
5666,6061.493619822,sage_odlyzko_zeta
5667,6061.793911747,sage_odlyzko_zeta
5668,6063.253687208,sage_odlyzko_zeta
5669,6064.593399933,sage_odlyzko_zeta
5670,6065.104446594,sage_odlyzko_zeta
5671,6066.142573933,sage_odlyzko_zeta
5672,6066.829934378,sage_odlyzko_zeta
5673,6068.165352787,sage_odlyzko_zeta
5674,6068.884377848,sage_odlyzko_zeta
5675,6069.569709881,sage_odlyzko_zeta
5676,6070.456730949,sage_odlyzko_zeta
5677,6071.60712438,sage_odlyzko_zeta
5678,6071.987031737,sage_odlyzko_zeta
5679,6072.986930282,sage_odlyzko_zeta
5680,6074.835751881,sage_odlyzko_zeta
5681,6075.45620988,sage_odlyzko_zeta
5682,6076.319580411,sage_odlyzko_zeta
5683,6076.896595429,sage_odlyzko_zeta
5684,6077.923525598,sage_odlyzko_zeta
5685,6078.464257,sage_odlyzko_zeta
5686,6079.725372515,sage_odlyzko_zeta
5687,6080.81759464,sage_odlyzko_zeta
5688,6081.177170653,sage_odlyzko_zeta
5689,6082.501083708,sage_odlyzko_zeta
5690,6083.644016757,sage_odlyzko_zeta
5691,6084.383007366,sage_odlyzko_zeta
5692,6085.230905162,sage_odlyzko_zeta
5693,6086.325556913,sage_odlyzko_zeta
5694,6087.278392366,sage_odlyzko_zeta
5695,6088.144768072,sage_odlyzko_zeta
5696,6088.537541405,sage_odlyzko_zeta
5697,6089.12861602,sage_odlyzko_zeta
5698,6090.717153106,sage_odlyzko_zeta
5699,6091.689881768,sage_odlyzko_zeta
5700,6093.192335325,sage_odlyzko_zeta
5701,6093.283426818,sage_odlyzko_zeta
5702,6094.550261331,sage_odlyzko_zeta
5703,6095.33119338,sage_odlyzko_zeta
5704,6095.911728318,sage_odlyzko_zeta
5705,6097.096728489,sage_odlyzko_zeta
5706,6098.07149801,sage_odlyzko_zeta
5707,6098.78688808,sage_odlyzko_zeta
5708,6099.667065247,sage_odlyzko_zeta
5709,6100.713939635,sage_odlyzko_zeta
5710,6101.542636011,sage_odlyzko_zeta
5711,6103.111062056,sage_odlyzko_zeta
5712,6103.890836008,sage_odlyzko_zeta
5713,6104.369986546,sage_odlyzko_zeta
5714,6105.080112319,sage_odlyzko_zeta
5715,6106.427937948,sage_odlyzko_zeta
5716,6106.698870787,sage_odlyzko_zeta
5717,6107.888398279,sage_odlyzko_zeta
5718,6108.683780717,sage_odlyzko_zeta
5719,6110.531011476,sage_odlyzko_zeta
5720,6110.830996155,sage_odlyzko_zeta
5721,6111.844532848,sage_odlyzko_zeta
5722,6112.464435385,sage_odlyzko_zeta
5723,6113.552617474,sage_odlyzko_zeta
5724,6114.761891752,sage_odlyzko_zeta
5725,6115.274791544,sage_odlyzko_zeta
5726,6116.167495931,sage_odlyzko_zeta
5727,6117.090753292,sage_odlyzko_zeta
5728,6117.552359428,sage_odlyzko_zeta
5729,6119.215997842,sage_odlyzko_zeta
5730,6120.281534698,sage_odlyzko_zeta
5731,6120.933301686,sage_odlyzko_zeta
5732,6122.094398759,sage_odlyzko_zeta
5733,6122.85742492,sage_odlyzko_zeta
5734,6123.356607973,sage_odlyzko_zeta
5735,6124.13888322,sage_odlyzko_zeta
5736,6125.17261988,sage_odlyzko_zeta
5737,6126.56858652,sage_odlyzko_zeta
5738,6127.130221394,sage_odlyzko_zeta
5739,6128.04686313,sage_odlyzko_zeta
5740,6129.268751548,sage_odlyzko_zeta
5741,6130.291606465,sage_odlyzko_zeta
5742,6130.686768648,sage_odlyzko_zeta
5743,6132.121687397,sage_odlyzko_zeta
5744,6132.762353486,sage_odlyzko_zeta
5745,6133.489892704,sage_odlyzko_zeta
5746,6134.455051668,sage_odlyzko_zeta
5747,6135.143074922,sage_odlyzko_zeta
5748,6135.892613201,sage_odlyzko_zeta
5749,6137.78138932,sage_odlyzko_zeta
5750,6138.44560139,sage_odlyzko_zeta
5751,6139.589346959,sage_odlyzko_zeta
5752,6139.813239834,sage_odlyzko_zeta
5753,6140.675863383,sage_odlyzko_zeta
5754,6141.872358756,sage_odlyzko_zeta
5755,6142.91145164,sage_odlyzko_zeta
5756,6143.356666103,sage_odlyzko_zeta
5757,6144.405867208,sage_odlyzko_zeta
5758,6145.505364044,sage_odlyzko_zeta
5759,6146.604329605,sage_odlyzko_zeta
5760,6147.070023448,sage_odlyzko_zeta
5761,6148.593113946,sage_odlyzko_zeta
5762,6149.39892523,sage_odlyzko_zeta
5763,6150.275374104,sage_odlyzko_zeta
5764,6150.87988787,sage_odlyzko_zeta
5765,6151.572502081,sage_odlyzko_zeta
5766,6152.585599028,sage_odlyzko_zeta
5767,6153.326365653,sage_odlyzko_zeta
5768,6154.805638424,sage_odlyzko_zeta
5769,6155.704809902,sage_odlyzko_zeta
5770,6156.737464496,sage_odlyzko_zeta
5771,6157.381128649,sage_odlyzko_zeta
5772,6158.397686173,sage_odlyzko_zeta
5773,6159.096947189,sage_odlyzko_zeta
5774,6159.829468996,sage_odlyzko_zeta
5775,6161.429368946,sage_odlyzko_zeta
5776,6161.827253697,sage_odlyzko_zeta
5777,6162.415562412,sage_odlyzko_zeta
5778,6163.378477444,sage_odlyzko_zeta
5779,6164.773220517,sage_odlyzko_zeta
5780,6166.200513435,sage_odlyzko_zeta
5781,6166.483048994,sage_odlyzko_zeta
5782,6167.464531359,sage_odlyzko_zeta
5783,6168.37980968,sage_odlyzko_zeta
5784,6169.394736468,sage_odlyzko_zeta
5785,6169.538152647,sage_odlyzko_zeta
5786,6170.820008109,sage_odlyzko_zeta
5787,6171.920474772,sage_odlyzko_zeta
5788,6172.839930458,sage_odlyzko_zeta
5789,6174.235069962,sage_odlyzko_zeta
5790,6174.747542413,sage_odlyzko_zeta
5791,6175.309013705,sage_odlyzko_zeta
5792,6176.744162203,sage_odlyzko_zeta
5793,6177.63040445,sage_odlyzko_zeta
5794,6178.410285632,sage_odlyzko_zeta
5795,6179.094486918,sage_odlyzko_zeta
5796,6179.764681614,sage_odlyzko_zeta
5797,6181.012825756,sage_odlyzko_zeta
5798,6181.678420747,sage_odlyzko_zeta
5799,6183.062480335,sage_odlyzko_zeta
5800,6184.336316582,sage_odlyzko_zeta
5801,6185.079974864,sage_odlyzko_zeta
5802,6185.4601037,sage_odlyzko_zeta
5803,6186.457283968,sage_odlyzko_zeta
5804,6187.126750723,sage_odlyzko_zeta
5805,6188.45868336,sage_odlyzko_zeta
5806,6189.118029682,sage_odlyzko_zeta
5807,6190.169795887,sage_odlyzko_zeta
5808,6190.926665972,sage_odlyzko_zeta
5809,6192.097286028,sage_odlyzko_zeta
5810,6193.133431145,sage_odlyzko_zeta
5811,6193.902824192,sage_odlyzko_zeta
5812,6194.965274093,sage_odlyzko_zeta
5813,6195.67207899,sage_odlyzko_zeta
5814,6196.664752127,sage_odlyzko_zeta
5815,6197.387063257,sage_odlyzko_zeta
5816,6198.065389562,sage_odlyzko_zeta
5817,6198.652216561,sage_odlyzko_zeta
5818,6200.674034464,sage_odlyzko_zeta
5819,6201.593088506,sage_odlyzko_zeta
5820,6201.832569639,sage_odlyzko_zeta
5821,6203.190910737,sage_odlyzko_zeta
5822,6203.867876242,sage_odlyzko_zeta
5823,6204.585656187,sage_odlyzko_zeta
5824,6205.731342331,sage_odlyzko_zeta
5825,6206.513025685,sage_odlyzko_zeta
5826,6207.353677367,sage_odlyzko_zeta
5827,6208.562086127,sage_odlyzko_zeta
5828,6208.813972411,sage_odlyzko_zeta
5829,6210.470030163,sage_odlyzko_zeta
5830,6211.207816547,sage_odlyzko_zeta
5831,6212.549686058,sage_odlyzko_zeta
5832,6213.1879769,sage_odlyzko_zeta
5833,6213.799999959,sage_odlyzko_zeta
5834,6214.50130473,sage_odlyzko_zeta
5835,6215.400957017,sage_odlyzko_zeta
5836,6216.668292163,sage_odlyzko_zeta
5837,6217.188858909,sage_odlyzko_zeta
5838,6218.517119863,sage_odlyzko_zeta
5839,6219.844220203,sage_odlyzko_zeta
5840,6220.276866168,sage_odlyzko_zeta
5841,6221.350127563,sage_odlyzko_zeta
5842,6221.641300961,sage_odlyzko_zeta
5843,6223.447708927,sage_odlyzko_zeta
5844,6223.85478696,sage_odlyzko_zeta
5845,6224.732447311,sage_odlyzko_zeta
5846,6225.470678081,sage_odlyzko_zeta
5847,6226.232883568,sage_odlyzko_zeta
5848,6227.450045327,sage_odlyzko_zeta
5849,6228.832840927,sage_odlyzko_zeta
5850,6229.761584418,sage_odlyzko_zeta
5851,6230.323749795,sage_odlyzko_zeta
5852,6231.186984215,sage_odlyzko_zeta
5853,6232.234236964,sage_odlyzko_zeta
5854,6232.811490701,sage_odlyzko_zeta
5855,6233.436150635,sage_odlyzko_zeta
5856,6234.905356028,sage_odlyzko_zeta
5857,6235.691811529,sage_odlyzko_zeta
5858,6236.871797214,sage_odlyzko_zeta
5859,6237.401188052,sage_odlyzko_zeta
5860,6238.50779015,sage_odlyzko_zeta
5861,6239.720298749,sage_odlyzko_zeta
5862,6240.518432489,sage_odlyzko_zeta
5863,6240.987478338,sage_odlyzko_zeta
5864,6242.26374265,sage_odlyzko_zeta
5865,6242.91612811,sage_odlyzko_zeta
5866,6243.536571205,sage_odlyzko_zeta
5867,6244.467501007,sage_odlyzko_zeta
5868,6245.846353793,sage_odlyzko_zeta
5869,6247.220803895,sage_odlyzko_zeta
5870,6247.765900413,sage_odlyzko_zeta
5871,6248.617590057,sage_odlyzko_zeta
5872,6249.223567203,sage_odlyzko_zeta
5873,6250.125998033,sage_odlyzko_zeta
5874,6251.16083004,sage_odlyzko_zeta
5875,6252.337721682,sage_odlyzko_zeta
5876,6252.960641624,sage_odlyzko_zeta
5877,6253.372699435,sage_odlyzko_zeta
5878,6255.212382592,sage_odlyzko_zeta
5879,6255.709995716,sage_odlyzko_zeta
5880,6256.737988104,sage_odlyzko_zeta
5881,6257.821913768,sage_odlyzko_zeta
5882,6258.863142202,sage_odlyzko_zeta
5883,6259.511130503,sage_odlyzko_zeta
5884,6259.96913448,sage_odlyzko_zeta
5885,6260.9418656,sage_odlyzko_zeta
5886,6261.776846422,sage_odlyzko_zeta
5887,6263.065904932,sage_odlyzko_zeta
5888,6264.199277451,sage_odlyzko_zeta
5889,6265.060898277,sage_odlyzko_zeta
5890,6265.972125305,sage_odlyzko_zeta
5891,6266.645735922,sage_odlyzko_zeta
5892,6267.560486576,sage_odlyzko_zeta
5893,6268.625266755,sage_odlyzko_zeta
5894,6269.267355567,sage_odlyzko_zeta
5895,6270.349148875,sage_odlyzko_zeta
5896,6271.148771757,sage_odlyzko_zeta
5897,6271.964363396,sage_odlyzko_zeta
5898,6272.586182981,sage_odlyzko_zeta
5899,6274.619334058,sage_odlyzko_zeta
5900,6275.133981984,sage_odlyzko_zeta
5901,6275.846693888,sage_odlyzko_zeta
5902,6276.916164708,sage_odlyzko_zeta
5903,6277.229194883,sage_odlyzko_zeta
5904,6278.607595709,sage_odlyzko_zeta
5905,6279.122462096,sage_odlyzko_zeta
5906,6279.993148665,sage_odlyzko_zeta
5907,6281.406047966,sage_odlyzko_zeta
5908,6282.27581291,sage_odlyzko_zeta
5909,6283.220407902,sage_odlyzko_zeta
5910,6284.054280278,sage_odlyzko_zeta
5911,6284.788411119,sage_odlyzko_zeta
5912,6285.899070663,sage_odlyzko_zeta
5913,6287.173743025,sage_odlyzko_zeta
5914,6287.425952941,sage_odlyzko_zeta
5915,6288.211245409,sage_odlyzko_zeta
5916,6289.114831894,sage_odlyzko_zeta
5917,6290.037006599,sage_odlyzko_zeta
5918,6291.549652025,sage_odlyzko_zeta
5919,6292.32991487,sage_odlyzko_zeta
5920,6293.29733572,sage_odlyzko_zeta
5921,6294.349329654,sage_odlyzko_zeta
5922,6295.006181306,sage_odlyzko_zeta
5923,6295.221568857,sage_odlyzko_zeta
5924,6296.546591928,sage_odlyzko_zeta
5925,6297.771255865,sage_odlyzko_zeta
5926,6298.45869016,sage_odlyzko_zeta
5927,6299.172745575,sage_odlyzko_zeta
5928,6300.374887381,sage_odlyzko_zeta
5929,6301.383220878,sage_odlyzko_zeta
5930,6302.23025974,sage_odlyzko_zeta
5931,6303.490771613,sage_odlyzko_zeta
5932,6303.949179387,sage_odlyzko_zeta
5933,6304.900391852,sage_odlyzko_zeta
5934,6305.747858387,sage_odlyzko_zeta
5935,6306.557291346,sage_odlyzko_zeta
5936,6307.144720876,sage_odlyzko_zeta
5937,6308.253824516,sage_odlyzko_zeta
5938,6309.939810023,sage_odlyzko_zeta
5939,6310.837756045,sage_odlyzko_zeta
5940,6311.20106575,sage_odlyzko_zeta
5941,6311.879397195,sage_odlyzko_zeta
5942,6313.321021468,sage_odlyzko_zeta
5943,6313.825911946,sage_odlyzko_zeta
5944,6315.031008723,sage_odlyzko_zeta
5945,6315.483979857,sage_odlyzko_zeta
5946,6316.769600866,sage_odlyzko_zeta
5947,6317.255760099,sage_odlyzko_zeta
5948,6318.603143129,sage_odlyzko_zeta
5949,6319.382478612,sage_odlyzko_zeta
5950,6320.918880337,sage_odlyzko_zeta
5951,6321.415499802,sage_odlyzko_zeta
5952,6322.118186693,sage_odlyzko_zeta
5953,6323.182594445,sage_odlyzko_zeta
5954,6323.689061224,sage_odlyzko_zeta
5955,6324.348503494,sage_odlyzko_zeta
5956,6325.991157332,sage_odlyzko_zeta
5957,6326.550698605,sage_odlyzko_zeta
5958,6327.709329596,sage_odlyzko_zeta
5959,6328.768971502,sage_odlyzko_zeta
5960,6329.665095499,sage_odlyzko_zeta
5961,6330.240406355,sage_odlyzko_zeta
5962,6331.108424755,sage_odlyzko_zeta
5963,6332.346151109,sage_odlyzko_zeta
5964,6333.196346147,sage_odlyzko_zeta
5965,6333.916050927,sage_odlyzko_zeta
5966,6334.410684882,sage_odlyzko_zeta
5967,6335.356899772,sage_odlyzko_zeta
5968,6337.04424881,sage_odlyzko_zeta
5969,6337.822038198,sage_odlyzko_zeta
5970,6339.041957468,sage_odlyzko_zeta
5971,6339.248808947,sage_odlyzko_zeta
5972,6340.441439654,sage_odlyzko_zeta
5973,6341.029239095,sage_odlyzko_zeta
5974,6341.95415917,sage_odlyzko_zeta
5975,6343.025918904,sage_odlyzko_zeta
5976,6343.639577677,sage_odlyzko_zeta
5977,6345.124572354,sage_odlyzko_zeta
5978,6345.812781596,sage_odlyzko_zeta
5979,6346.708588292,sage_odlyzko_zeta
5980,6347.512774839,sage_odlyzko_zeta
5981,6348.864774975,sage_odlyzko_zeta
5982,6349.694650325,sage_odlyzko_zeta
5983,6350.349366018,sage_odlyzko_zeta
5984,6350.797904043,sage_odlyzko_zeta
5985,6352.124095647,sage_odlyzko_zeta
5986,6352.824041916,sage_odlyzko_zeta
5987,6353.48723619,sage_odlyzko_zeta
5988,6355.408107878,sage_odlyzko_zeta
5989,6355.9301309,sage_odlyzko_zeta
5990,6356.98410693,sage_odlyzko_zeta
5991,6357.606857658,sage_odlyzko_zeta
5992,6358.315701848,sage_odlyzko_zeta
5993,6359.169623808,sage_odlyzko_zeta
