index,gamma,source
2659,3192.681791617,sage_odlyzko_zeta
2660,3193.557208472,sage_odlyzko_zeta
2661,3194.786707379,sage_odlyzko_zeta
2662,3195.326699927,sage_odlyzko_zeta
2663,3195.793895634,sage_odlyzko_zeta
2664,3197.547165657,sage_odlyzko_zeta
2665,3198.430125768,sage_odlyzko_zeta
2666,3199.248977114,sage_odlyzko_zeta
2667,3200.66327023,sage_odlyzko_zeta
2668,3201.424866362,sage_odlyzko_zeta
2669,3202.778286501,sage_odlyzko_zeta
2670,3203.630891153,sage_odlyzko_zeta
2671,3204.557410188,sage_odlyzko_zeta
2672,3205.497580563,sage_odlyzko_zeta
2673,3206.228893304,sage_odlyzko_zeta
2674,3207.270062357,sage_odlyzko_zeta
2675,3208.086133892,sage_odlyzko_zeta
2676,3210.35242054,sage_odlyzko_zeta
2677,3210.670388301,sage_odlyzko_zeta
2678,3211.618832521,sage_odlyzko_zeta
2679,3212.319227342,sage_odlyzko_zeta
2680,3213.606498798,sage_odlyzko_zeta
2681,3214.667562488,sage_odlyzko_zeta
2682,3215.325298905,sage_odlyzko_zeta
2683,3216.491524692,sage_odlyzko_zeta
2684,3217.430804779,sage_odlyzko_zeta
2685,3218.659983744,sage_odlyzko_zeta
2686,3219.639171306,sage_odlyzko_zeta
2687,3221.198341683,sage_odlyzko_zeta
2688,3221.609476301,sage_odlyzko_zeta
2689,3222.813840823,sage_odlyzko_zeta
2690,3223.372566375,sage_odlyzko_zeta
2691,3224.21370652,sage_odlyzko_zeta
2692,3225.366715965,sage_odlyzko_zeta
2693,3227.044102375,sage_odlyzko_zeta
2694,3227.525149514,sage_odlyzko_zeta
2695,3229.016311632,sage_odlyzko_zeta
2696,3229.981066961,sage_odlyzko_zeta
2697,3230.336636732,sage_odlyzko_zeta
2698,3231.741347918,sage_odlyzko_zeta
2699,3232.738713126,sage_odlyzko_zeta
2700,3233.913360603,sage_odlyzko_zeta
2701,3234.306591245,sage_odlyzko_zeta
2702,3235.154617184,sage_odlyzko_zeta
2703,3237.087579532,sage_odlyzko_zeta
2704,3237.998236326,sage_odlyzko_zeta
2705,3239.090434563,sage_odlyzko_zeta
2706,3239.767314075,sage_odlyzko_zeta
2707,3240.605747278,sage_odlyzko_zeta
2708,3241.595312938,sage_odlyzko_zeta
2709,3242.568307582,sage_odlyzko_zeta
2710,3243.501652712,sage_odlyzko_zeta
2711,3244.884157091,sage_odlyzko_zeta
2712,3246.040157816,sage_odlyzko_zeta
2713,3246.841676162,sage_odlyzko_zeta
2714,3247.570503533,sage_odlyzko_zeta
2715,3249.308085745,sage_odlyzko_zeta
2716,3249.906446319,sage_odlyzko_zeta
2717,3250.613324267,sage_odlyzko_zeta
2718,3251.510637744,sage_odlyzko_zeta
2719,3252.723990907,sage_odlyzko_zeta
2720,3253.369017244,sage_odlyzko_zeta
2721,3255.142076593,sage_odlyzko_zeta
2722,3256.346612817,sage_odlyzko_zeta
2723,3256.941943205,sage_odlyzko_zeta
2724,3257.831340011,sage_odlyzko_zeta
2725,3258.706714275,sage_odlyzko_zeta
2726,3259.539730686,sage_odlyzko_zeta
2727,3261.192124421,sage_odlyzko_zeta
2728,3261.535312602,sage_odlyzko_zeta
2729,3262.718968695,sage_odlyzko_zeta
2730,3263.784940489,sage_odlyzko_zeta
2731,3265.198771598,sage_odlyzko_zeta
2732,3266.15378642,sage_odlyzko_zeta
2733,3266.80395448,sage_odlyzko_zeta
2734,3268.188517856,sage_odlyzko_zeta
2735,3268.909408586,sage_odlyzko_zeta
2736,3269.51678536,sage_odlyzko_zeta
2737,3270.310803458,sage_odlyzko_zeta
2738,3272.019397611,sage_odlyzko_zeta
2739,3273.363032965,sage_odlyzko_zeta
2740,3274.059953013,sage_odlyzko_zeta
2741,3274.863567638,sage_odlyzko_zeta
2742,3276.124154987,sage_odlyzko_zeta
2743,3276.69455468,sage_odlyzko_zeta
2744,3278.059478291,sage_odlyzko_zeta
2745,3278.986193734,sage_odlyzko_zeta
2746,3279.489509642,sage_odlyzko_zeta
2747,3280.976418714,sage_odlyzko_zeta
2748,3281.70669082,sage_odlyzko_zeta
2749,3283.2391243,sage_odlyzko_zeta
2750,3284.499863133,sage_odlyzko_zeta
2751,3285.202828752,sage_odlyzko_zeta
2752,3285.682259711,sage_odlyzko_zeta
2753,3286.718540341,sage_odlyzko_zeta
2754,3287.773091993,sage_odlyzko_zeta
2755,3288.936972845,sage_odlyzko_zeta
2756,3289.724306537,sage_odlyzko_zeta
2757,3291.385725928,sage_odlyzko_zeta
2758,3292.222642049,sage_odlyzko_zeta
2759,3292.856716098,sage_odlyzko_zeta
2760,3293.975869246,sage_odlyzko_zeta
2761,3295.266663233,sage_odlyzko_zeta
2762,3296.021754765,sage_odlyzko_zeta
2763,3296.873142162,sage_odlyzko_zeta
2764,3297.836842311,sage_odlyzko_zeta
2765,3298.357878622,sage_odlyzko_zeta
2766,3300.450576192,sage_odlyzko_zeta
2767,3301.413776304,sage_odlyzko_zeta
2768,3302.017097666,sage_odlyzko_zeta
2769,3303.317261842,sage_odlyzko_zeta
2770,3303.813719206,sage_odlyzko_zeta
2771,3305.076177241,sage_odlyzko_zeta
2772,3305.472088699,sage_odlyzko_zeta
2773,3307.221711602,sage_odlyzko_zeta
2774,3308.045402223,sage_odlyzko_zeta
2775,3308.832877515,sage_odlyzko_zeta
2776,3310.235706774,sage_odlyzko_zeta
2777,3311.155306118,sage_odlyzko_zeta
2778,3312.349459451,sage_odlyzko_zeta
2779,3313.199876673,sage_odlyzko_zeta
2780,3313.842662273,sage_odlyzko_zeta
2781,3315.015013827,sage_odlyzko_zeta
2782,3315.619742541,sage_odlyzko_zeta
2783,3316.752453418,sage_odlyzko_zeta
2784,3318.387470172,sage_odlyzko_zeta
2785,3319.412648993,sage_odlyzko_zeta
2786,3320.476699682,sage_odlyzko_zeta
2787,3320.887941461,sage_odlyzko_zeta
2788,3321.663572699,sage_odlyzko_zeta
2789,3323.49092318,sage_odlyzko_zeta
2790,3323.875124914,sage_odlyzko_zeta
2791,3324.925684145,sage_odlyzko_zeta
2792,3325.691627038,sage_odlyzko_zeta
2793,3327.338441751,sage_odlyzko_zeta
2794,3327.988269208,sage_odlyzko_zeta
2795,3329.465583951,sage_odlyzko_zeta
2796,3330.29040036,sage_odlyzko_zeta
2797,3331.299404161,sage_odlyzko_zeta
2798,3331.892288244,sage_odlyzko_zeta
2799,3332.700898578,sage_odlyzko_zeta
2800,3333.781382961,sage_odlyzko_zeta
2801,3335.045996424,sage_odlyzko_zeta
2802,3336.57596843,sage_odlyzko_zeta
2803,3337.044211897,sage_odlyzko_zeta
2804,3338.150407356,sage_odlyzko_zeta
2805,3339.256673695,sage_odlyzko_zeta
2806,3340.117152697,sage_odlyzko_zeta
2807,3340.972263638,sage_odlyzko_zeta
2808,3342.211554859,sage_odlyzko_zeta
2809,3343.051722278,sage_odlyzko_zeta
2810,3343.60490851,sage_odlyzko_zeta
2811,3344.852255868,sage_odlyzko_zeta
2812,3346.848430817,sage_odlyzko_zeta
2813,3347.397830991,sage_odlyzko_zeta
2814,3347.936001611,sage_odlyzko_zeta
2815,3349.301027927,sage_odlyzko_zeta
2816,3349.856252115,sage_odlyzko_zeta
2817,3350.803704025,sage_odlyzko_zeta
2818,3352.153804097,sage_odlyzko_zeta
2819,3352.845364543,sage_odlyzko_zeta
2820,3354.27823128,sage_odlyzko_zeta
2821,3355.483680305,sage_odlyzko_zeta
2822,3355.880578183,sage_odlyzko_zeta
2823,3357.198154118,sage_odlyzko_zeta
2824,3358.402699623,sage_odlyzko_zeta
2825,3359.359283068,sage_odlyzko_zeta
2826,3359.852404381,sage_odlyzko_zeta
2827,3360.584153298,sage_odlyzko_zeta
2828,3361.887588621,sage_odlyzko_zeta
2829,3363.233878349,sage_odlyzko_zeta
2830,3364.355763554,sage_odlyzko_zeta
2831,3365.600957469,sage_odlyzko_zeta
2832,3366.12088381,sage_odlyzko_zeta
2833,3367.05554254,sage_odlyzko_zeta
2834,3367.769443868,sage_odlyzko_zeta
2835,3369.183728555,sage_odlyzko_zeta
2836,3370.061651747,sage_odlyzko_zeta
2837,3370.997536143,sage_odlyzko_zeta
2838,3371.922445601,sage_odlyzko_zeta
2839,3373.160140925,sage_odlyzko_zeta
2840,3374.42747199,sage_odlyzko_zeta
2841,3375.379955756,sage_odlyzko_zeta
2842,3376.298386044,sage_odlyzko_zeta
2843,3376.820970848,sage_odlyzko_zeta
2844,3378.258956963,sage_odlyzko_zeta
2845,3378.780608495,sage_odlyzko_zeta
2846,3379.460192667,sage_odlyzko_zeta
2847,3381.634647447,sage_odlyzko_zeta
2848,3382.296714922,sage_odlyzko_zeta
2849,3383.348489576,sage_odlyzko_zeta
2850,3383.871212415,sage_odlyzko_zeta
2851,3385.177310828,sage_odlyzko_zeta
2852,3386.166295749,sage_odlyzko_zeta
2853,3387.149564459,sage_odlyzko_zeta
2854,3387.808777786,sage_odlyzko_zeta
2855,3389.091880157,sage_odlyzko_zeta
2856,3389.648879041,sage_odlyzko_zeta
2857,3391.481233732,sage_odlyzko_zeta
2858,3392.147572632,sage_odlyzko_zeta
2859,3393.651785893,sage_odlyzko_zeta
2860,3394.137666352,sage_odlyzko_zeta
2861,3394.991106311,sage_odlyzko_zeta
2862,3395.614850938,sage_odlyzko_zeta
2863,3396.890066311,sage_odlyzko_zeta
2864,3398.271677189,sage_odlyzko_zeta
2865,3398.841197218,sage_odlyzko_zeta
2866,3400.322476548,sage_odlyzko_zeta
2867,3401.3874507,sage_odlyzko_zeta
2868,3402.000441415,sage_odlyzko_zeta
2869,3403.008864821,sage_odlyzko_zeta
2870,3404.362761573,sage_odlyzko_zeta
2871,3405.132918695,sage_odlyzko_zeta
2872,3405.809942805,sage_odlyzko_zeta
2873,3406.67948281,sage_odlyzko_zeta
2874,3407.72831429,sage_odlyzko_zeta
2875,3409.578736852,sage_odlyzko_zeta
2876,3410.424565212,sage_odlyzko_zeta
2877,3411.223633497,sage_odlyzko_zeta
2878,3411.855830275,sage_odlyzko_zeta
2879,3413.219036005,sage_odlyzko_zeta
2880,3413.710819477,sage_odlyzko_zeta
2881,3415.006415298,sage_odlyzko_zeta
2882,3415.806623573,sage_odlyzko_zeta
2883,3417.201725528,sage_odlyzko_zeta
2884,3418.194842707,sage_odlyzko_zeta
2885,3418.744246677,sage_odlyzko_zeta
2886,3420.540582987,sage_odlyzko_zeta
2887,3421.307537317,sage_odlyzko_zeta
2888,3421.882420408,sage_odlyzko_zeta
2889,3423.128594192,sage_odlyzko_zeta
2890,3423.61139467,sage_odlyzko_zeta
2891,3424.728989863,sage_odlyzko_zeta
2892,3425.830917736,sage_odlyzko_zeta
2893,3427.431811006,sage_odlyzko_zeta
2894,3428.345014649,sage_odlyzko_zeta
2895,3429.077161459,sage_odlyzko_zeta
2896,3430.158809529,sage_odlyzko_zeta
2897,3430.61161868,sage_odlyzko_zeta
2898,3432.026366532,sage_odlyzko_zeta
2899,3433.30633116,sage_odlyzko_zeta
2900,3433.769710163,sage_odlyzko_zeta
2901,3434.432930181,sage_odlyzko_zeta
2902,3436.18360757,sage_odlyzko_zeta
2903,3437.219161607,sage_odlyzko_zeta
2904,3438.212616155,sage_odlyzko_zeta
2905,3439.112430155,sage_odlyzko_zeta
2906,3440.229299588,sage_odlyzko_zeta
2907,3440.84402577,sage_odlyzko_zeta
2908,3441.467977671,sage_odlyzko_zeta
2909,3442.683392445,sage_odlyzko_zeta
2910,3444.036570702,sage_odlyzko_zeta
2911,3445.277432469,sage_odlyzko_zeta
2912,3446.015386158,sage_odlyzko_zeta
2913,3447.158925421,sage_odlyzko_zeta
2914,3447.700517605,sage_odlyzko_zeta
2915,3449.497002716,sage_odlyzko_zeta
2916,3449.685001064,sage_odlyzko_zeta
2917,3450.723487593,sage_odlyzko_zeta
2918,3451.940669428,sage_odlyzko_zeta
2919,3452.56981677,sage_odlyzko_zeta
2920,3453.677893918,sage_odlyzko_zeta
2921,3455.488799435,sage_odlyzko_zeta
2922,3456.258614559,sage_odlyzko_zeta
2923,3457.184172894,sage_odlyzko_zeta
2924,3457.573598858,sage_odlyzko_zeta
2925,3458.665410625,sage_odlyzko_zeta
2926,3460.04606402,sage_odlyzko_zeta
2927,3460.484230469,sage_odlyzko_zeta
2928,3461.915971198,sage_odlyzko_zeta
2929,3462.896732402,sage_odlyzko_zeta
2930,3464.08383216,sage_odlyzko_zeta
2931,3464.977695252,sage_odlyzko_zeta
2932,3465.827155727,sage_odlyzko_zeta
2933,3467.204403986,sage_odlyzko_zeta
2934,3467.909471077,sage_odlyzko_zeta
2935,3468.775551367,sage_odlyzko_zeta
2936,3469.551913133,sage_odlyzko_zeta
2937,3470.214108961,sage_odlyzko_zeta
2938,3472.249018221,sage_odlyzko_zeta
2939,3473.168763395,sage_odlyzko_zeta
2940,3473.81488202,sage_odlyzko_zeta
2941,3475.219106733,sage_odlyzko_zeta
2942,3475.717792819,sage_odlyzko_zeta
2943,3476.519931771,sage_odlyzko_zeta
2944,3477.700190285,sage_odlyzko_zeta
2945,3479.049830179,sage_odlyzko_zeta
2946,3479.465965313,sage_odlyzko_zeta
2947,3480.682915951,sage_odlyzko_zeta
2948,3481.776396694,sage_odlyzko_zeta
2949,3483.057856801,sage_odlyzko_zeta
2950,3484.159388044,sage_odlyzko_zeta
2951,3484.884585353,sage_odlyzko_zeta
2952,3485.691497728,sage_odlyzko_zeta
2953,3486.534339669,sage_odlyzko_zeta
2954,3487.539477843,sage_odlyzko_zeta
2955,3488.455776622,sage_odlyzko_zeta
2956,3489.665123316,sage_odlyzko_zeta
2957,3491.550561368,sage_odlyzko_zeta
2958,3491.811099965,sage_odlyzko_zeta
2959,3492.41443558,sage_odlyzko_zeta
2960,3493.720613083,sage_odlyzko_zeta
2961,3494.816408482,sage_odlyzko_zeta
2962,3495.988931968,sage_odlyzko_zeta
2963,3496.350361364,sage_odlyzko_zeta
2964,3497.372960542,sage_odlyzko_zeta
2965,3498.576136539,sage_odlyzko_zeta
2966,3499.686553821,sage_odlyzko_zeta
2967,3501.14591959,sage_odlyzko_zeta
2968,3501.897095233,sage_odlyzko_zeta
2969,3502.775867949,sage_odlyzko_zeta
2970,3503.63621579,sage_odlyzko_zeta
2971,3504.588927775,sage_odlyzko_zeta
2972,3504.992627195,sage_odlyzko_zeta
2973,3506.860778988,sage_odlyzko_zeta
2974,3507.545273797,sage_odlyzko_zeta
2975,3508.772500867,sage_odlyzko_zeta
2976,3509.636408038,sage_odlyzko_zeta
2977,3510.845083645,sage_odlyzko_zeta
2978,3511.731091113,sage_odlyzko_zeta
2979,3512.473586843,sage_odlyzko_zeta
2980,3513.877573874,sage_odlyzko_zeta
2981,3514.366752244,sage_odlyzko_zeta
2982,3515.41680885,sage_odlyzko_zeta
2983,3515.901814499,sage_odlyzko_zeta
2984,3518.026445241,sage_odlyzko_zeta
2985,3518.868409209,sage_odlyzko_zeta
2986,3519.87018674,sage_odlyzko_zeta
2987,3520.491665964,sage_odlyzko_zeta
2988,3521.365040903,sage_odlyzko_zeta
2989,3522.382212894,sage_odlyzko_zeta
2990,3523.635835723,sage_odlyzko_zeta
2991,3524.215220738,sage_odlyzko_zeta
2992,3525.386566639,sage_odlyzko_zeta
2993,3526.670256711,sage_odlyzko_zeta
2994,3527.615207051,sage_odlyzko_zeta
2995,3528.351824583,sage_odlyzko_zeta
2996,3529.955744346,sage_odlyzko_zeta
2997,3530.835046799,sage_odlyzko_zeta
2998,3531.201023965,sage_odlyzko_zeta
2999,3532.038508847,sage_odlyzko_zeta
3000,3533.328243396,sage_odlyzko_zeta
3001,3534.06258828,sage_odlyzko_zeta
3002,3535.772576943,sage_odlyzko_zeta
3003,3536.633250707,sage_odlyzko_zeta
3004,3537.708013056,sage_odlyzko_zeta
3005,3538.500568907,sage_odlyzko_zeta
3006,3539.089936525,sage_odlyzko_zeta
3007,3540.456758809,sage_odlyzko_zeta
3008,3541.357522377,sage_odlyzko_zeta
3009,3542.340883918,sage_odlyzko_zeta
3010,3543.322306535,sage_odlyzko_zeta
3011,3543.816796285,sage_odlyzko_zeta
3012,3545.699212171,sage_odlyzko_zeta
3013,3546.864134595,sage_odlyzko_zeta
3014,3547.314781396,sage_odlyzko_zeta
3015,3548.351252964,sage_odlyzko_zeta
3016,3549.458356776,sage_odlyzko_zeta
3017,3550.065059226,sage_odlyzko_zeta
3018,3550.853298372,sage_odlyzko_zeta
3019,3552.08020975,sage_odlyzko_zeta
3020,3553.840680597,sage_odlyzko_zeta
3021,3554.165034789,sage_odlyzko_zeta
3022,3555.534145072,sage_odlyzko_zeta
3023,3556.065234536,sage_odlyzko_zeta
3024,3557.427102353,sage_odlyzko_zeta
3025,3558.349345038,sage_odlyzko_zeta
3026,3559.2656647,sage_odlyzko_zeta
3027,3560.019248824,sage_odlyzko_zeta
3028,3560.776183335,sage_odlyzko_zeta
3029,3562.162435083,sage_odlyzko_zeta
3030,3563.215121486,sage_odlyzko_zeta
3031,3564.760770714,sage_odlyzko_zeta
3032,3565.396422887,sage_odlyzko_zeta
3033,3566.284910776,sage_odlyzko_zeta
3034,3566.916683897,sage_odlyzko_zeta
3035,3567.733251751,sage_odlyzko_zeta
3036,3569.343132086,sage_odlyzko_zeta
3037,3570.008671365,sage_odlyzko_zeta
3038,3570.822916555,sage_odlyzko_zeta
3039,3572.513965628,sage_odlyzko_zeta
3040,3573.079804301,sage_odlyzko_zeta
3041,3574.100016307,sage_odlyzko_zeta
3042,3575.493155747,sage_odlyzko_zeta
3043,3575.955379645,sage_odlyzko_zeta
3044,3577.205283986,sage_odlyzko_zeta
3045,3577.98118411,sage_odlyzko_zeta
3046,3578.410382621,sage_odlyzko_zeta
3047,3579.750102617,sage_odlyzko_zeta
3048,3581.585338239,sage_odlyzko_zeta
3049,3582.39491662,sage_odlyzko_zeta
3050,3582.923042186,sage_odlyzko_zeta
3051,3583.945574775,sage_odlyzko_zeta
3052,3585.206278713,sage_odlyzko_zeta
3053,3585.684448659,sage_odlyzko_zeta
3054,3586.840745006,sage_odlyzko_zeta
3055,3587.968813668,sage_odlyzko_zeta
3056,3588.85944452,sage_odlyzko_zeta
3057,3589.745006545,sage_odlyzko_zeta
3058,3590.983471294,sage_odlyzko_zeta
3059,3592.40588908,sage_odlyzko_zeta
3060,3593.02855884,sage_odlyzko_zeta
3061,3594.227274785,sage_odlyzko_zeta
3062,3594.469272698,sage_odlyzko_zeta
3063,3595.779063754,sage_odlyzko_zeta
3064,3596.42177254,sage_odlyzko_zeta
3065,3597.802641293,sage_odlyzko_zeta
3066,3598.948560206,sage_odlyzko_zeta
3067,3600.166323797,sage_odlyzko_zeta
3068,3601.104013685,sage_odlyzko_zeta
3069,3601.791282752,sage_odlyzko_zeta
3070,3602.418894263,sage_odlyzko_zeta
3071,3604.248053633,sage_odlyzko_zeta
3072,3604.754984018,sage_odlyzko_zeta
3073,3605.494474972,sage_odlyzko_zeta
3074,3606.359317624,sage_odlyzko_zeta
3075,3607.574809645,sage_odlyzko_zeta
3076,3609.283333035,sage_odlyzko_zeta
3077,3609.700266169,sage_odlyzko_zeta
3078,3611.101631552,sage_odlyzko_zeta
3079,3611.910994676,sage_odlyzko_zeta
3080,3612.324192688,sage_odlyzko_zeta
3081,3613.549021241,sage_odlyzko_zeta
3082,3614.327814642,sage_odlyzko_zeta
3083,3615.606268126,sage_odlyzko_zeta
3084,3616.840689134,sage_odlyzko_zeta
3085,3617.802842397,sage_odlyzko_zeta
3086,3618.452558516,sage_odlyzko_zeta
3087,3619.885723508,sage_odlyzko_zeta
3088,3620.70557045,sage_odlyzko_zeta
3089,3621.886132366,sage_odlyzko_zeta
3090,3622.179274502,sage_odlyzko_zeta
3091,3623.558468475,sage_odlyzko_zeta
3092,3624.437503558,sage_odlyzko_zeta
3093,3624.881726598,sage_odlyzko_zeta
3094,3627.060315519,sage_odlyzko_zeta
3095,3627.949114789,sage_odlyzko_zeta
3096,3628.610375056,sage_odlyzko_zeta
3097,3629.407217612,sage_odlyzko_zeta
3098,3630.363425045,sage_odlyzko_zeta
3099,3631.308684289,sage_odlyzko_zeta
3100,3632.478178334,sage_odlyzko_zeta
3101,3633.440157775,sage_odlyzko_zeta
3102,3634.056193093,sage_odlyzko_zeta
3103,3635.673633427,sage_odlyzko_zeta
3104,3636.439638357,sage_odlyzko_zeta
3105,3637.540657718,sage_odlyzko_zeta
3106,3638.553707679,sage_odlyzko_zeta
3107,3639.679806518,sage_odlyzko_zeta
3108,3640.362976494,sage_odlyzko_zeta
3109,3641.010538146,sage_odlyzko_zeta
3110,3641.707123241,sage_odlyzko_zeta
3111,3643.479573646,sage_odlyzko_zeta
3112,3644.403358341,sage_odlyzko_zeta
3113,3645.632116644,sage_odlyzko_zeta
3114,3646.450894372,sage_odlyzko_zeta
3115,3647.28426168,sage_odlyzko_zeta
3116,3648.158454688,sage_odlyzko_zeta
3117,3649.166164133,sage_odlyzko_zeta
3118,3650.302043571,sage_odlyzko_zeta
3119,3651.253106164,sage_odlyzko_zeta
3120,3651.783523375,sage_odlyzko_zeta
3121,3653.088326196,sage_odlyzko_zeta
3122,3654.211437503,sage_odlyzko_zeta
3123,3655.905726441,sage_odlyzko_zeta
3124,3656.334529766,sage_odlyzko_zeta
3125,3656.892829633,sage_odlyzko_zeta
3126,3658.129372194,sage_odlyzko_zeta
3127,3658.921689553,sage_odlyzko_zeta
3128,3659.907500749,sage_odlyzko_zeta
3129,3660.735665815,sage_odlyzko_zeta
3130,3662.368949297,sage_odlyzko_zeta
3131,3663.448288853,sage_odlyzko_zeta
3132,3664.002007105,sage_odlyzko_zeta
3133,3664.878137729,sage_odlyzko_zeta
3134,3666.237025973,sage_odlyzko_zeta
3135,3667.307339233,sage_odlyzko_zeta
3136,3667.735638946,sage_odlyzko_zeta
3137,3669.030191157,sage_odlyzko_zeta
3138,3669.423746307,sage_odlyzko_zeta
3139,3670.731997269,sage_odlyzko_zeta
3140,3672.349351294,sage_odlyzko_zeta
3141,3673.159176144,sage_odlyzko_zeta
3142,3674.087608958,sage_odlyzko_zeta
3143,3675.26261013,sage_odlyzko_zeta
3144,3675.662484246,sage_odlyzko_zeta
3145,3676.368938137,sage_odlyzko_zeta
3146,3677.893295663,sage_odlyzko_zeta
3147,3678.847783057,sage_odlyzko_zeta
3148,3679.81831165,sage_odlyzko_zeta
3149,3680.583983908,sage_odlyzko_zeta
3150,3682.418731434,sage_odlyzko_zeta
3151,3682.571730549,sage_odlyzko_zeta
3152,3683.971024204,sage_odlyzko_zeta
3153,3684.859893089,sage_odlyzko_zeta
3154,3685.974442143,sage_odlyzko_zeta
3155,3686.271337181,sage_odlyzko_zeta
3156,3687.53841376,sage_odlyzko_zeta
3157,3688.177027971,sage_odlyzko_zeta
3158,3690.184258111,sage_odlyzko_zeta
3159,3691.039162253,sage_odlyzko_zeta
3160,3691.756939721,sage_odlyzko_zeta
3161,3692.647653927,sage_odlyzko_zeta
3162,3693.370984735,sage_odlyzko_zeta
3163,3694.791126718,sage_odlyzko_zeta
3164,3695.672790133,sage_odlyzko_zeta
3165,3696.121982633,sage_odlyzko_zeta
3166,3697.585963646,sage_odlyzko_zeta
3167,3698.547362767,sage_odlyzko_zeta
3168,3699.430292631,sage_odlyzko_zeta
3169,3700.83831676,sage_odlyzko_zeta
3170,3702.050756988,sage_odlyzko_zeta
3171,3702.460155933,sage_odlyzko_zeta
3172,3703.347476074,sage_odlyzko_zeta
3173,3704.209894383,sage_odlyzko_zeta
3174,3705.129228188,sage_odlyzko_zeta
3175,3706.294721356,sage_odlyzko_zeta
3176,3707.579055361,sage_odlyzko_zeta
3177,3708.658452869,sage_odlyzko_zeta
3178,3709.582271722,sage_odlyzko_zeta
3179,3710.371491777,sage_odlyzko_zeta
3180,3711.404818176,sage_odlyzko_zeta
3181,3712.170139466,sage_odlyzko_zeta
3182,3713.583581053,sage_odlyzko_zeta
3183,3714.42467684,sage_odlyzko_zeta
3184,3714.739333587,sage_odlyzko_zeta
3185,3715.846459035,sage_odlyzko_zeta
3186,3717.751095917,sage_odlyzko_zeta
3187,3718.498355476,sage_odlyzko_zeta
3188,3719.483495399,sage_odlyzko_zeta
3189,3720.182048933,sage_odlyzko_zeta
3190,3721.29604,sage_odlyzko_zeta
3191,3722.058836767,sage_odlyzko_zeta
3192,3722.627320553,sage_odlyzko_zeta
3193,3724.388127501,sage_odlyzko_zeta
3194,3724.88231999,sage_odlyzko_zeta
3195,3726.517718265,sage_odlyzko_zeta
3196,3727.105295975,sage_odlyzko_zeta
3197,3727.938465956,sage_odlyzko_zeta
3198,3729.472791702,sage_odlyzko_zeta
3199,3730.187320676,sage_odlyzko_zeta
3200,3731.075159248,sage_odlyzko_zeta
3201,3731.652937303,sage_odlyzko_zeta
3202,3732.847475614,sage_odlyzko_zeta
3203,3733.671696805,sage_odlyzko_zeta
3204,3735.007644635,sage_odlyzko_zeta
3205,3736.462855617,sage_odlyzko_zeta
3206,3737.426702786,sage_odlyzko_zeta
3207,3737.847779332,sage_odlyzko_zeta
3208,3738.588055468,sage_odlyzko_zeta
3209,3739.83169066,sage_odlyzko_zeta
3210,3740.875153687,sage_odlyzko_zeta
3211,3741.925079349,sage_odlyzko_zeta
3212,3742.485013547,sage_odlyzko_zeta
3213,3743.859616212,sage_odlyzko_zeta
3214,3744.846671965,sage_odlyzko_zeta
3215,3746.135972513,sage_odlyzko_zeta
3216,3746.840953103,sage_odlyzko_zeta
3217,3747.997127045,sage_odlyzko_zeta
3218,3748.752860723,sage_odlyzko_zeta
3219,3749.672707911,sage_odlyzko_zeta
3220,3750.303158431,sage_odlyzko_zeta
3221,3751.16464451,sage_odlyzko_zeta
3222,3753.18644913,sage_odlyzko_zeta
3223,3753.946989066,sage_odlyzko_zeta
3224,3754.507321885,sage_odlyzko_zeta
3225,3755.922818842,sage_odlyzko_zeta
3226,3756.524972712,sage_odlyzko_zeta
3227,3757.48143985,sage_odlyzko_zeta
3228,3758.696426296,sage_odlyzko_zeta
3229,3759.359216676,sage_odlyzko_zeta
3230,3760.582729131,sage_odlyzko_zeta
3231,3761.08533495,sage_odlyzko_zeta
3232,3762.475079096,sage_odlyzko_zeta
3233,3763.999842699,sage_odlyzko_zeta
3234,3764.64428017,sage_odlyzko_zeta
3235,3765.746026065,sage_odlyzko_zeta
3236,3766.455967532,sage_odlyzko_zeta
3237,3766.872421485,sage_odlyzko_zeta
3238,3768.338640156,sage_odlyzko_zeta
3239,3769.293394313,sage_odlyzko_zeta
3240,3770.105497899,sage_odlyzko_zeta
3241,3771.728992762,sage_odlyzko_zeta
3242,3772.512331217,sage_odlyzko_zeta
3243,3773.467327741,sage_odlyzko_zeta
3244,3773.941580305,sage_odlyzko_zeta
3245,3775.752711841,sage_odlyzko_zeta
3246,3776.258807342,sage_odlyzko_zeta
3247,3777.143244332,sage_odlyzko_zeta
3248,3777.833370602,sage_odlyzko_zeta
3249,3778.839373785,sage_odlyzko_zeta
3250,3780.226486451,sage_odlyzko_zeta
3251,3781.668646123,sage_odlyzko_zeta
3252,3782.390575662,sage_odlyzko_zeta
3253,3783.126649464,sage_odlyzko_zeta
3254,3784.265550344,sage_odlyzko_zeta
3255,3784.8651051,sage_odlyzko_zeta
3256,3785.791018601,sage_odlyzko_zeta
3257,3786.935697906,sage_odlyzko_zeta
3258,3788.26366487,sage_odlyzko_zeta
3259,3788.80005033,sage_odlyzko_zeta
3260,3790.041776673,sage_odlyzko_zeta
3261,3791.020914403,sage_odlyzko_zeta
3262,3792.560247672,sage_odlyzko_zeta
3263,3792.872479502,sage_odlyzko_zeta
3264,3793.790990277,sage_odlyzko_zeta
3265,3795.021653416,sage_odlyzko_zeta
3266,3795.808588148,sage_odlyzko_zeta
